PetersTaxonomy	InClements?
Sitta_azurea	Clements
Sitta_canadensis	Clements
Sitta_carolinensis	Clements
Sitta_castanea	Clements
Sitta_europaea	Clements
Sitta_formosa	Clements
Sitta_frontalis	Clements
Sitta_himalayensis	Clements
Sitta_krueperi	Clements
Sitta_leucopsis	Clements
Sitta_magna	Clements
Sitta_nagaensis	Clements
Sitta_neumayer	Clements
Sitta_pusilla	Clements
Sitta_pygmaea	Clements
Sitta_solangiae	Clements
Sitta_tephronota	Clements
Sitta_victoriae	Clements
Sitta_villosa	Clements
Sitta_whiteheadi	Clements
Sitta_yunnanensis	Clements
Sittasomus_griseicapillus	Clements
Smaragdites_theresiae	No
Smicrornis_brevirostris	Clements
Smilorhis_leucotis	No
Smithornis_capensis	Clements
Smithornis_rufolateralis	Clements
Smithornis_sharpei	Clements
Somateria_fischeri	Clements
Somateria_mollissima	Clements
Somateria_spectabilis	Clements
Spartonoica_maluroides	Clements
Spatula_capensis	No
Spatula_clypeata	Clements
Spatula_platalea	Clements
Spatula_rhynchotis	Clements
Speculipastor_bicolor	Clements
Speirops_brunnea	No
Speirops_leucophoea	No
Speirops_lugubris	No
Spelaeornis_caudatus	Clements
Spelaeornis_chocolatinus	Clements
Spelaeornis_formosus	No
Spelaeornis_longicaudatus	Clements
Spelaeornis_troglodytoides	Clements
Speotyto_cunicularia	No
Spermophaga_haematina	Clements
Spermophaga_poliogenys	Clements
Spermophaga_ruficapilla	Clements
Sphecotheres_flaviventris	No
Sphecotheres_hypoleucus	Clements
Sphecotheres_vieilloti	Clements
Sphecotheres_viridis	Clements
Spheniscus_demersus	Clements
Spheniscus_humboldti	Clements
Spheniscus_magellanicus	Clements
Spheniscus_mendiculus	Clements
Sphenocichla_humei	No
Sphenoeacus_afer	Clements
Sphenorhynchus_abdimii	No
Sphenostoma_cristatum	No
Sphenurus_apicauda	No
Sphenurus_formosae	No
Sphenurus_korthalsi	No
Sphenurus_oxyura	No
Sphenurus_seimundi	No
Sphenurus_sieboldii	No
Sphenurus_sphenurus	No
Sphyrapicus_thyroideus	Clements
Sphyrapicus_varius	Clements
Spiloptila_clamans	Clements
Spilornis_asturinus	No
Spilornis_cheela	Clements
Spilornis_elgini	Clements
Spilornis_holospilus	Clements
Spilornis_minimus	No
Spilornis_rufipectus	Clements
Spindalis_zena	Clements
Spiza_americana	Clements
Spizaetus_africanus	No
Spizaetus_alboniger	No
Spizaetus_bartelsi	No
Spizaetus_cirrhatus	No
Spizaetus_cirrhatus	No
Spizaetus_devillei	No
Spizaetus_gurneyi	No
Spizaetus_lanceolatus	No
Spizaetus_nanus	No
Spizaetus_nipalensis	No
Spizaetus_nipalensis	No
Spizaetus_ornatus	Clements
Spizaetus_ornatus	Clements
Spizaetus_philippensis	No
Spizaetus_tyrannus	Clements
Spizaetus_tyrannus	Clements
Spizastur_melanoleucus	No
Spizeatus_nipalensis	No
Spizella_arborea	No
Spizella_atrogularis	Clements
Spizella_breweri	Clements
Spizella_pallida	Clements
Spizella_passerina	Clements
Spizella_pusilla	Clements
Spiziapteryx_circumcinctus	No
Spizixos_canifrons	Clements
Spizixos_semitorques	Clements
Sporophila_albogularis	Clements
Sporophila_americana	Clements
Sporophila_ardesiaca	Clements
Sporophila_bouvreuil	Clements
Sporophila_caerulescens	Clements
Sporophila_castaneiventris	Clements
Sporophila_cinnamomea	Clements
Sporophila_collaris	Clements
Sporophila_falcirostris	Clements
Sporophila_frontalis	Clements
Sporophila_hypochroma	Clements
Sporophila_hypoxantha	Clements
Sporophila_insulata	No
Sporophila_intermedia	Clements
Sporophila_leucoptera	Clements
Sporophila_lineola	Clements
Sporophila_luctuosa	Clements
Sporophila_melanogaster	Clements
Sporophila_melanops	No
Sporophila_minuta	Clements
Sporophila_nigricollis	Clements
Sporophila_nigrorufa	Clements
Sporophila_obscura	No
Sporophila_palustris	Clements
Sporophila_peruviana	Clements
Sporophila_plumbea	Clements
Sporophila_ruficollis	Clements
Sporophila_schistacea	Clements
Sporophila_simplex	Clements
Sporophila_telasco	Clements
Sporophila_torqueola	Clements
Sporopipes_frontalis	Clements
Sporopipes_squamifrons	Clements
Spreo_albicapillus	No
Spreo_bicolor	No
Spreo_fischeri	No
Spreo_hildebrandti	No
Spreo_pulcher	No
Spreo_superbus	No
Squatarola_squatarola	No
Stachyris_ambigua	No
Stachyris_capitalis	No
Stachyris_chrysaea	No
Stachyris_erythroptera	No
Stachyris_grammiceps	Clements
Stachyris_herberti	Clements
Stachyris_hypogrammica	No
Stachyris_leucotis	Clements
Stachyris_maculata	Clements
Stachyris_melanothorax	No
Stachyris_nigriceps	Clements
Stachyris_nigricollis	Clements
Stachyris_nigrorum	No
Stachyris_oglei	Clements
Stachyris_plateni	No
Stachyris_poliocephala	Clements
Stachyris_pyrrhops	No
Stachyris_rodolphei	No
Stachyris_ruficeps	No
Stachyris_rufifrons	No
Stachyris_speciosa	No
Stachyris_striata	No
Stachyris_striolata	No
Stachyris_thoracica	Clements
Stachyris_whiteheadi	No
Stactolaema_anchietae	Clements
Stactolaema_olivacea	Clements
Stactolaema_whytii	Clements
Starnoenas_cyanocephala	Clements
Steatornis_caripensis	Clements
Steganopus_tricolor	No
Stelgidopteryx_ruficollis	Clements
Stellula_calliope	No
Stenostira_scita	Clements
Stephanibyx_coronatus	No
Stephanibyx_lugubris	No
Stephanibyx_melanopterus	No
Stephanoaetus_coronatus	Clements
Stephanoaetus_coronatus	Clements
Stephanophorus_diadematus	Clements
Stephanoxis_lalandi	Clements
Stercorarius_longicaudus	Clements
Stercorarius_parasiticus	Clements
Stercorarius_pomarinus	Clements
Sterna_albifrons	No
Sterna_albistriata	No
Sterna_aleutica	No
Sterna_anaethetus	No
Sterna_aurantia	Clements
Sterna_balaenarum	No
Sterna_dougallii	Clements
Sterna_forsteri	Clements
Sterna_fuscata	No
Sterna_hirundinacea	Clements
Sterna_hirundo	Clements
Sterna_lorata	No
Sterna_lunata	No
Sterna_melanogaster	No
Sterna_nereis	No
Sterna_paradisaea	Clements
Sterna_repressa	Clements
Sterna_striata	Clements
Sterna_sumatrana	Clements
Sterna_superciliaris	No
Sterna_trudeaui	Clements
Sterna_virgata	Clements
Sterna_vittata	Clements
Sternoclyta_cyanopectus	Clements
Stictonetta_naevosa	Clements
Stigmatura_budytoides	Clements
Stigmatura_napensis	Clements
Stiltia_isabella	Clements
Stipiturus_malachurus	Clements
Stipiturus_mallee	Clements
Stipiturus_ruficeps	Clements
Stizorhina_finschii	No
Stizorhina_fraseri	No
Strepera_fuliginosa	Clements
Strepera_graculina	Clements
Strepera_versicolor	Clements
Streptocitta_albertinae	Clements
Streptocitta_albicollis	Clements
Streptopelia_bitorquata	Clements
Streptopelia_capicola	Clements
Streptopelia_chinensis	Clements
Streptopelia_decaocto	Clements
Streptopelia_decipiens	Clements
Streptopelia_fulvopectoralis	No
Streptopelia_lugens	Clements
Streptopelia_orientalis	Clements
Streptopelia_picturata	Clements
Streptopelia_reichenowi	Clements
Streptopelia_roseogrisea	Clements
Streptopelia_semitorquata	Clements
Streptopelia_senegalensis	Clements
Streptopelia_tranquebarica	Clements
Streptopelia_turtur	Clements
Streptopelia_vinacea	Clements
Streptoprocne_biscutata	Clements
Streptoprocne_zonaris	Clements
Strigops_habroptilus	No
Strix_aluco	Clements
Strix_butleri	Clements
Strix_davidi	Clements
Strix_hylophila	Clements
Strix_leptogrammica	Clements
Strix_nebulosa	Clements
Strix_occidentalis	Clements
Strix_ocellata	Clements
Strix_rufipes	Clements
Strix_seloputo	Clements
Strix_uralensis	Clements
Strix_varia	Clements
Struthidea_cinerea	Clements
Struthio_camelus	Clements
Sturnella_magna	Clements
Sturnella_neglecta	Clements
Sturnus_burmannicus	No
Sturnus_cineraceus	No
Sturnus_contra	No
Sturnus_erythropygius	No
Sturnus_malabaricus	No
Sturnus_melanopterus	No
Sturnus_nigricollis	No
Sturnus_pagodarum	No
Sturnus_philippensis	No
Sturnus_roseus	No
Sturnus_senex	No
Sturnus_sericeus	No
Sturnus_sinensis	No
Sturnus_sturninus	No
Sturnus_unicolor	Clements
Sturnus_vulgaris	Clements
Sublegatus_modestus	Clements
Sublegatus_obscurior	Clements
Suiriri_suiriri	Clements
Sula_abbotti	No
Sula_bassana	No
Sula_capensis	No
Sula_dactylatra	Clements
Sula_leucogaster	Clements
Sula_nebouxii	Clements
Sula_serrator	No
Sula_sula	Clements
Sula_variegata	Clements
Surnia_ulula	Clements
Surniculus_lugubris	Clements
Sylvia_atricapilla	Clements
Sylvia_borin	Clements
Sylvia_cantillans	Clements
Sylvia_communis	Clements
Sylvia_conspicillata	Clements
Sylvia_curruca	Clements
Sylvia_deserticola	Clements
Sylvia_hortensis	Clements
Sylvia_leucomelaena	Clements
Sylvia_melanocephala	Clements
Sylvia_melanothorax	Clements
Sylvia_mystacea	Clements
Sylvia_nana	Clements
Sylvia_nisoria	Clements
Sylvia_rueppelli	No
Sylvia_sarda	Clements
Sylvia_undata	Clements
Sylvietta_brachyura	Clements
Sylvietta_denti	Clements
Sylvietta_isabellina	Clements
Sylvietta_leucophrys	Clements
Sylvietta_philippae	Clements
Sylvietta_rufescens	Clements
Sylvietta_ruficapilla	Clements
Sylvietta_virens	Clements
Sylvietta_whytii	Clements
Sylviorthorhynchus_desmursii	Clements
Sylviparus_modestus	Clements
Synallaxis_albescens	Clements
Synallaxis_albigularis	Clements
Synallaxis_azarae	Clements
Synallaxis_brachyura	Clements
Synallaxis_cabanisi	Clements
Synallaxis_cherriei	Clements
Synallaxis_cinerascens	Clements
Synallaxis_cinnamomea	Clements
Synallaxis_erythrothorax	Clements
Synallaxis_frontalis	Clements
Synallaxis_fuscorufa	Clements
Synallaxis_gujanensis	Clements
Synallaxis_hypospodia	Clements
Synallaxis_moesta	Clements
Synallaxis_poliophrys	No
Synallaxis_propinqua	No
Synallaxis_ruficapilla	Clements
Synallaxis_rutilans	Clements
Synallaxis_spixi	Clements
Synallaxis_stictothorax	Clements
Synallaxis_subpudica	Clements
Synallaxis_superciliosa	No
Synallaxis_tithys	Clements
Synallaxis_unirufa	Clements
Syndactyla_guttulata	Clements
Syndactyla_mirandae	No
Syndactyla_rufosuperciliata	Clements
Syndactyla_subalaris	Clements
Synoicus_ypsilophorus	Clements
Synthliboramphus_antiquus	Clements
Synthliboramphus_wumizusume	Clements
Sypheotides_indica	No
Syrigma_sibilatrix	Clements
Syrmaticus_ellioti	Clements
Syrmaticus_humiae	Clements
Syrmaticus_mikado	Clements
Syrmaticus_reevesii	Clements
Syrmaticus_soemmerringii	Clements
Syrrhaptes_paradoxus	Clements
Syrrhaptes_tibetanus	Clements
Taccocua_leschenaultii	Clements
Tachornis_phoenicobia	Clements
Tachuris_rubrigastra	Clements
Tachybaptus_dominicus	Clements
Tachybaptus_novaehollandiae	Clements
Tachybaptus_pelzelnii	Clements
Tachybaptus_ruficollis	Clements
Tachybaptus_rufolavatus	Clements
Tachycineta_albilinea	Clements
Tachycineta_albiventer	Clements
Tachycineta_bicolor	Clements
Tachycineta_leucopyga	Clements
Tachycineta_leucorrhoa	Clements
Tachycineta_thalassina	Clements
Tachyeres_brachyptera	No
Tachyeres_brachypterus	Clements
Tachyeres_patachonicus	Clements
Tachyeres_pteneres	Clements
Tachyphonus_coronatus	Clements
Tachyphonus_cristatus	Clements
Tachyphonus_delatrii	Clements
Tachyphonus_luctuosus	Clements
Tachyphonus_phoenicius	Clements
Tachyphonus_rufiventer	Clements
Tachyphonus_rufus	Clements
Tachyphonus_surinamus	Clements
Tadorna_cana	Clements
Tadorna_cristata	Clements
Tadorna_ferruginea	Clements
Tadorna_radjah	No
Tadorna_tadorna	Clements
Tadorna_tadornoides	Clements
Tadorna_variegata	Clements
Talaphorus_chlorocercus	No
Talaphorus_hypostictus	No
Talaphorus_taczanowskii	No
Talegalla_cuvieri	Clements
Talegalla_fuscirostris	Clements
Talegalla_jobiensis	Clements
Tangara_argyrofenges	No
Tangara_arthus	Clements
Tangara_cabanisi	No
Tangara_callophrys	Clements
Tangara_cayana	No
Tangara_chilensis	Clements
Tangara_chrysotis	Clements
Tangara_cucullata	No
Tangara_cyanicollis	No
Tangara_cyanocephala	Clements
Tangara_cyanoptera	No
Tangara_cyanotis	Clements
Tangara_cyanoventris	Clements
Tangara_desmaresti	Clements
Tangara_dowii	Clements
Tangara_fastuosa	Clements
Tangara_florida	Clements
Tangara_guttata	No
Tangara_gyrola	Clements
Tangara_heinei	No
Tangara_icterocephala	Clements
Tangara_inornata	Clements
Tangara_johannae	Clements
Tangara_labradorides	Clements
Tangara_larvata	No
Tangara_lavinia	Clements
Tangara_mexicana	Clements
Tangara_nigrocincta	No
Tangara_nigroviridis	Clements
Tangara_palmeri	No
Tangara_parzudakii	Clements
Tangara_peruviana	No
Tangara_preciosa	No
Tangara_pulcherrima	No
Tangara_punctata	No
Tangara_ruficervix	No
Tangara_rufigenis	Clements
Tangara_rufigula	No
Tangara_schrankii	Clements
Tangara_seledon	Clements
Tangara_varia	No
Tangara_vassorii	Clements
Tangara_velia	Clements
Tangara_viridicollis	No
Tangara_vitriolina	No
Tangara_xanthocephala	Clements
Tangara_xanthogastra	No
Tanygnathus_gramineus	Clements
Tanygnathus_heterurus	No
Tanygnathus_lucionensis	Clements
Tanygnathus_megalorynchos	Clements
Tanygnathus_mulleri	No
Tanysiptera_carolinae	Clements
Tanysiptera_danae	Clements
Tanysiptera_ellioti	Clements
Tanysiptera_galatea	Clements
Tanysiptera_hydrocharis	Clements
Tanysiptera_nympha	Clements
Tanysiptera_sylvia	Clements
Taoniscus_nanus	Clements
Tapera_naevia	Clements
Taphrolesbia_griseiventris	Clements
Taraba_major	Clements
Tauraco_bannermani	Clements
Tauraco_corythaix	Clements
Tauraco_erythrolophus	Clements
Tauraco_fischeri	Clements
Tauraco_hartlaubi	Clements
Tauraco_leucolophus	Clements
Tauraco_leucotis	Clements
Tauraco_livingstonii	Clements
Tauraco_macrorhynchus	Clements
Tauraco_persa	Clements
Tauraco_ruspolii	Clements
Tauraco_schuttii	No
Tchagra_australis	Clements
Tchagra_cruenta	No
Tchagra_jamesi	Clements
Tchagra_minuta	No
Tchagra_senegala	No
Tchagra_tchagra	Clements
Teledromas_fuscus	Clements
Telophorus_bocagei	Clements
Telophorus_dohertyi	Clements
Telophorus_kupeensis	Clements
Telophorus_multicolor	Clements
Telophorus_nigrifrons	Clements
Telophorus_olivaceus	Clements
Telophorus_quadricolor	No
Telophorus_sulfureopectus	Clements
Telophorus_viridis	Clements
Telophorus_zeylonus	Clements
Temnotrogon_roseigaster	No
Temnurus_temnurus	Clements
Tephrodornis_gularis	No
Tephrodornis_pondicerianus	Clements
Tephrozosterops_stalkeri	Clements
Terathopius_ecaudatus	Clements
Terenotriccus_erythrurus	Clements
Terenura_callinota	No
Terenura_humeralis	No
Terenura_maculata	Clements
Terenura_sharpei	No
Terenura_spodioptila	No
Teretistris_fernandinae	Clements
Teretistris_fornsi	Clements
Terpsiphone_atrocaudata	Clements
Terpsiphone_atrochalybeia	Clements
Terpsiphone_bedfordi	Clements
Terpsiphone_bourbonnensis	Clements
Terpsiphone_cinnamomea	Clements
Terpsiphone_corvina	Clements
Terpsiphone_cyanescens	Clements
Terpsiphone_mutata	Clements
Terpsiphone_paradisi	Clements
Terpsiphone_rufiventer	Clements
Terpsiphone_rufocinerea	Clements
Terpsiphone_viridis	Clements
Tersina_viridis	Clements
Tesia_cyaniventer	Clements
Tesia_olivea	Clements
Tesia_superciliaris	Clements
Tetrao_parvirostris	No
Tetrao_urogallus	Clements
Tetraogallus_altaicus	Clements
Tetraogallus_caspius	Clements
Tetraogallus_caucasicus	Clements
Tetraogallus_himalayensis	Clements
Tetraogallus_tibetanus	Clements
Tetraophasis_obscurus	Clements
Tetraophasis_szechenyii	Clements
Tetrastes_bonasia	Clements
Tetrastes_sewerzowi	Clements
Tetrax_tetrax	Clements
Thalasseus_bengalensis	Clements
Thalasseus_bergii	Clements
Thalasseus_elegans	Clements
Thalasseus_eurygnatha	No
Thalasseus_maximus	Clements
Thalasseus_sandvicensis	Clements
Thalasseus_zimmermanni	No
Thalassoica_antarctica	Clements
Thalassornis_leuconotus	Clements
Thalurania_furcata	Clements
Thalurania_glaucopis	Clements
Thalurania_lerchi	No
Thalurania_watertonii	Clements
Thamnistes_anabatinus	Clements
Thamnocharis_dignissima	No
Thamnolaea_cinnamomeiventris	Clements
Thamnolaea_coronata	No
Thamnolaea_semirufa	Clements
Thamnomanes_caesius	Clements
Thamnophilus_aethiops	Clements
Thamnophilus_amazonicus	Clements
Thamnophilus_aroyae	Clements
Thamnophilus_bridgesi	Clements
Thamnophilus_caerulescens	Clements
Thamnophilus_doliatus	Clements
Thamnophilus_insignis	Clements
Thamnophilus_multistriatus	Clements
Thamnophilus_murinus	Clements
Thamnophilus_nigriceps	Clements
Thamnophilus_nigrocinereus	Clements
Thamnophilus_palliatus	Clements
Thamnophilus_praecox	Clements
Thamnophilus_punctatus	Clements
Thamnophilus_ruficapillus	Clements
Thamnophilus_schistaceus	Clements
Thamnophilus_torquatus	Clements
Thamnophilus_unicolor	Clements
Thamnornis_chloropetoides	Clements
Thaumastura_cora	Clements
Thaumatibis_gigantea	No
Theristicus_branickii	Clements
Theristicus_caerulescens	Clements
Theristicus_caudatus	Clements
Theristicus_melanopis	Clements
Thescelocichla_leucopleura	Clements
Thinocorus_orbignyianus	Clements
Thinocorus_rumicivorus	Clements
Thinornis_novaeseelandiae	Clements
Thlypopsis_fulviceps	Clements
Thlypopsis_inornata	Clements
Thlypopsis_ornata	Clements
Thlypopsis_pectoralis	Clements
Thlypopsis_ruficeps	Clements
Thlypopsis_sordida	Clements
Thraupis_abbas	Clements
Thraupis_bonariensis	No
Thraupis_cyanocephala	Clements
Thraupis_cyanoptera	Clements
Thraupis_episcopus	Clements
Thraupis_ornata	Clements
Thraupis_palmarum	Clements
Thraupis_sayaca	Clements
Threnetes_leucurus	Clements
Threnetes_niger	Clements
Threnetes_ruckeri	Clements
Threskiornis_aethiopica	No
Threskiornis_aethiopicus	Clements
Threskiornis_melanocephala	No
Threskiornis_molucca	Clements
Threskiornis_spinicollis	Clements
Thripadectes_flammulatus	Clements
Thripadectes_holostictus	Clements
Thripadectes_ignobilis	Clements
Thripadectes_melanorhynchus	Clements
Thripadectes_rufobrunneus	Clements
Thripadectes_scrutator	Clements
Thripadectes_virgaticeps	Clements
Thripias_namaquus	No
Thripias_pyrrhogaster	No
Thripias_xantholophus	No
Thripophaga_berlepschi	Clements
Thripophaga_cherriei	Clements
Thripophaga_fusciceps	Clements
Thripophaga_macroura	Clements
Thryomanes_bewickii	Clements
Thryomanes_sissonii	No
Thryothorus_atrogularis	No
Thryothorus_coraya	No
Thryothorus_euophrys	No
Thryothorus_fasciatoventris	No
Thryothorus_felix	No
Thryothorus_genibarbis	No
Thryothorus_griseus	No
Thryothorus_guarayanus	No
Thryothorus_leucotis	No
Thryothorus_longirostris	No
Thryothorus_ludovicianus	Clements
Thryothorus_maculipectus	No
Thryothorus_modestus	No
Thryothorus_nicefori	No
Thryothorus_nigricapillus	No
Thryothorus_pleurostictus	No
Thryothorus_rufalbus	No
Thryothorus_rutilus	No
Thryothorus_sinaloa	No
Thryothorus_superciliaris	No
Thryothorus_thoracicus	No
Tiaris_bicolor	No
Tiaris_canora	No
Tiaris_fuliginosa	No
Tiaris_olivacea	No
Tichodroma_muraria	Clements
Tickellia_hodgsoni	Clements
Tigriornis_leucolopha	Clements
Tigriornis_leucolophus	No
Tigrisoma_fasciatum	Clements
Tigrisoma_lineatum	Clements
Tigrisoma_mexicanum	Clements
Tigrisoma_salmoni	No
Tijuca_atra	Clements
Tilmatura_dupontii	Clements
Timalia_pileata	Clements
Timeliopsis_fulvigula	Clements
Timeliopsis_griseigula	Clements
Tinamotis_ingoufi	Clements
Tinamotis_pentlandi	No
Tinamotis_pentlandii	Clements
Tinamus_guttatus	Clements
Tinamus_major	Clements
Tinamus_osgoodi	Clements
Tinamus_serratus	No
Tinamus_solitarius	Clements
Tinamus_tao	Clements
Tityra_cayana	Clements
Tityra_inquisitor	Clements
Tityra_leucura	No
Tityra_semifasciata	Clements
Tmetothylacus_tenellus	Clements
Tockus_alboterminatus	No
Tockus_birostris	No
Tockus_bradfieldi	No
Tockus_camurus	No
Tockus_deckeni	Clements
Tockus_erythrorhynchus	Clements
Tockus_fasciatus	No
Tockus_flavirostris	Clements
Tockus_griseus	No
Tockus_hartlaubi	No
Tockus_hemprichii	No
Tockus_jacksoni	Clements
