PetersTaxonomy	InClements?
Metriopelia_melanoptera	Clements
Metriopelia_morenoi	Clements
Micrastur_buckleyi	Clements
Micrastur_gilvicollis	Clements
Micrastur_mirandollei	Clements
Micrastur_plumbeus	Clements
Micrastur_ruficollis	Clements
Micrastur_semitorquatus	Clements
Micrathene_whitneyi	Clements
Microbates_cinereiventris	Clements
Microbates_collaris	Clements
Microcerculus_bambla	Clements
Microcerculus_marginatus	Clements
Microcerculus_ustulatus	Clements
Microchera_albocoronata	Clements
Microdynamis_parva	Clements
Microeca_flavigaster	Clements
Microeca_flavovirescens	Clements
Microeca_griseoceps	Clements
Microeca_hemixantha	Clements
Microeca_leucophaea	No
Microeca_papuana	Clements
Microgoura_meeki	Clements
Microhierax_caerulescens	Clements
Microhierax_erythrogenys	Clements
Microhierax_erythrogonys	No
Microhierax_fringillarius	Clements
Microhierax_latifrons	Clements
Microhierax_melanoleucos	Clements
Microhierax_melanoleucus	Close
Microligea_palustris	Clements
Micromacronus_leytensis	Clements
Micromonacha_lanceolata	Clements
Micropalama_himantopus	No
Micropanyptila_furcata	No
Microparra_capensis	Clements
Micropsitta_bruijnii	Clements
Micropsitta_finschii	Clements
Micropsitta_geelvinkiana	Clements
Micropsitta_keiensis	Clements
Micropsitta_meeki	Clements
Micropsitta_pusio	Clements
Micropternus_brachyurus	Clements
Micropygia_schomburgkii	Clements
Microrhopias_quixensis	Clements
Microsarcops_cinereus	No
Microsittace_ferruginea	No
Microstilbon_burmeisteri	Clements
Milvago_chimachima	Clements
Milvago_chimango	Clements
Milvus_lineatus	No
Milvus_migrans	Clements
Milvus_milvus	Clements
Mimizuku_gurneyi	No
Mimodes_graysoni	No
Mimus_dorsalis	Clements
Mimus_gilvus	Clements
Mimus_gundlachii	Clements
Mimus_longicaudatus	Clements
Mimus_patagonicus	Clements
Mimus_polyglottos	Clements
Mimus_saturninus	Clements
Mimus_thenca	Clements
Mimus_triurus	Clements
Minla_cyanouroptera	No
Minla_ignotincta	Clements
Minla_strigula	No
Mino_anais	Clements
Mino_dumontii	Clements
Mionectes_macconnelli	Clements
Mionectes_oleagineus	Clements
Mionectes_olivaceus	Clements
Mionectes_rufiventris	Clements
Mionectes_striaticollis	Clements
Mirafra_africana	Clements
Mirafra_africanoides	No
Mirafra_albicauda	Clements
Mirafra_angolensis	Clements
Mirafra_apiata	Clements
Mirafra_assamica	Clements
Mirafra_candida	No
Mirafra_cheniana	Clements
Mirafra_chuana	No
Mirafra_collaris	Clements
Mirafra_cordofanica	Clements
Mirafra_erythroptera	Clements
Mirafra_gilletti	Clements
Mirafra_hova	No
Mirafra_hypermetra	Clements
Mirafra_javanica	Clements
Mirafra_nigricans	No
Mirafra_passerina	Clements
Mirafra_poecilosterna	No
Mirafra_pulpa	Clements
Mirafra_rufa	Clements
Mirafra_rufocinnamomea	Clements
Mirafra_sabota	No
Mirafra_somalica	Clements
Mirafra_williamsi	Clements
Misocalius_osculans	No
Mitrephanes_olivaceus	Clements
Mitrephanes_phaeocercus	Clements
Mitrospingus_cassinii	Clements
Mitrospingus_oleagineus	Clements
Mitu_mitu	Clements
Mitu_salvini	Clements
Mitu_tomentosa	No
Mniotilta_varia	Clements
Modulatrix_stictigula	Clements
Moho_apicalis	Clements
Moho_bishopi	Clements
Moho_braccatus	Clements
Moho_nobilis	Clements
Mohoua_ochrocephala	Clements
Molothrus_aeneus	Clements
Molothrus_ater	Clements
Molothrus_badius	No
Molothrus_bonariensis	Clements
Molothrus_rufoaxillaris	Clements
Momotus_mexicanus	Clements
Momotus_momota	Clements
Monachella_muelleriana	Clements
Monarcha_axillaris	No
Monarcha_barbatus	No
Monarcha_brehmii	No
Monarcha_browni	No
Monarcha_castaneiventris	Clements
Monarcha_chrysomela	No
Monarcha_cinerascens	Clements
Monarcha_erythrostictus	Clements
Monarcha_frater	Clements
Monarcha_godeffroyi	Clements
Monarcha_guttulus	No
Monarcha_infelix	No
Monarcha_julianae	No
Monarcha_leucotis	No
Monarcha_leucurus	No
Monarcha_manadensis	No
Monarcha_melanopsis	Clements
Monarcha_menckei	No
Monarcha_mundus	No
Monarcha_richardsii	Clements
Monarcha_rubiensis	No
Monarcha_sacerdotum	No
Monarcha_takatsukasae	Clements
Monarcha_trivirgatus	No
Monarcha_verticalis	No
Monarcha_viduus	No
Monasa_atra	Clements
Monasa_flavirostris	Clements
Monasa_morphoeus	Clements
Monasa_nigrifrons	Clements
Monias_benschi	Clements
Monticola_angolensis	Clements
Monticola_brevipes	Clements
Monticola_cinclorhynchus	No
Monticola_explorator	Clements
Monticola_rufiventris	Clements
Monticola_rufocinereus	Clements
Monticola_rupestris	Clements
Monticola_saxatilis	Clements
Monticola_solitarius	Clements
Montifringilla_adamsi	Clements
Montifringilla_blanfordi	Clements
Montifringilla_davidiana	Clements
Montifringilla_nivalis	Clements
Montifringilla_ruficollis	Clements
Montifringilla_taczanowskii	Clements
Montifringilla_theresae	Clements
Morococcyx_erythropygus	Clements
Morphnus_guianensis	Clements
Morphnus_taeniatus	No
Morus_bassanus	Clements
Morus_capensis	Clements
Morus_serrator	Clements
Motacilla_aguimp	Clements
Motacilla_alba	Clements
Motacilla_capensis	Clements
Motacilla_cinerea	Clements
Motacilla_citreola	Clements
Motacilla_clara	Clements
Motacilla_flava	Clements
Motacilla_flaviventris	Clements
Motacilla_grandis	Clements
Motacilla_madaraspatensis	No
Moupinia_altirostris	No
Moupinia_poecilotis	No
Mulleripicus_fuliginosus	Clements
Mulleripicus_fulvus	Clements
Mulleripicus_funebris	Clements
Mulleripicus_pulverulentus	Clements
Muscicapa_adusta	Clements
Muscicapa_albicaudata	No
Muscicapa_aquatica	Clements
Muscicapa_boehmi	No
Muscicapa_caerulescens	No
Muscicapa_cassini	Clements
Muscicapa_comitata	No
Muscicapa_dauurica	Clements
Muscicapa_epulata	Clements
Muscicapa_ferruginea	Clements
Muscicapa_gambagae	Clements
Muscicapa_griseigularis	No
Muscicapa_griseisticta	Clements
Muscicapa_indigo	No
Muscicapa_infuscata	No
Muscicapa_lendu	No
Muscicapa_muttui	Clements
Muscicapa_olivascens	No
Muscicapa_panayensis	No
Muscicapa_ruficauda	No
Muscicapa_sethsmithi	Clements
Muscicapa_sibirica	Clements
Muscicapa_sordida	No
Muscicapa_striata	Clements
Muscicapa_tessmanni	No
Muscicapa_thalassina	No
Muscicapa_ussheri	No
Muscigralla_brevicauda	Clements
Muscipipra_vetula	Clements
Muscisaxicola_albifrons	Clements
Muscisaxicola_albilora	Clements
Muscisaxicola_alpina	No
Muscisaxicola_capistrata	No
Muscisaxicola_cinerea	No
Muscisaxicola_flavinucha	Clements
Muscisaxicola_fluviatilis	Clements
Muscisaxicola_frontalis	Clements
Muscisaxicola_juninensis	Clements
Muscisaxicola_macloviana	No
Muscisaxicola_maculirostris	Clements
Muscisaxicola_rufivertex	Clements
Musophaga_violacea	Clements
Myadestes_elisabeth	Clements
Myadestes_genibarbis	Clements
Myadestes_leucogenys	No
Myadestes_obscurus	Clements
Myadestes_ralloides	Clements
Myadestes_townsendi	Clements
Myadestes_unicolor	Clements
Mycteria_americana	Clements
Mycteria_cinerea	Clements
Mycteria_ibis	Clements
Mycteria_leucocephala	Clements
Myiagra_albiventris	Clements
Myiagra_alecto	Clements
Myiagra_atra	Clements
Myiagra_azureocapilla	Clements
Myiagra_caledonica	Clements
Myiagra_cervinicauda	Clements
Myiagra_cyanoleuca	Clements
Myiagra_ferrocyanea	Clements
Myiagra_galeata	Clements
Myiagra_hebetior	Clements
Myiagra_inquieta	Clements
Myiagra_oceanica	Clements
Myiagra_rubecula	Clements
Myiagra_ruficollis	Clements
Myiagra_vanikorensis	Clements
Myiarchus_antillarum	Clements
Myiarchus_apicalis	Clements
Myiarchus_barbirostris	Clements
Myiarchus_cephalotes	Clements
Myiarchus_cinerascens	Clements
Myiarchus_crinitus	Clements
Myiarchus_ferox	Clements
Myiarchus_magnirostris	Clements
Myiarchus_nugator	Clements
Myiarchus_nuttingi	Clements
Myiarchus_oberi	Clements
Myiarchus_panamensis	Clements
Myiarchus_phaeocephalus	Clements
Myiarchus_sagrae	Clements
Myiarchus_semirufus	Clements
Myiarchus_stolidus	Clements
Myiarchus_swainsoni	Clements
Myiarchus_tuberculifer	Clements
Myiarchus_tyrannulus	Clements
Myiarchus_validus	Clements
Myiarchus_venezuelensis	Clements
Myiarchus_yucatanensis	Clements
Myiobius_atricaudus	Clements
Myiobius_barbatus	Clements
Myiobius_villosus	Clements
Myioborus_albifacies	Clements
Myioborus_albifrons	Clements
Myioborus_brunniceps	Clements
Myioborus_cardonai	Clements
Myioborus_flavivertex	Clements
Myioborus_melanocephalus	Clements
Myioborus_miniatus	Clements
Myioborus_ornatus	Clements
Myioborus_pariae	Clements
Myioborus_pictus	Clements
Myioborus_torquatus	Clements
Myioceyx_lecontei	No
Myiodynastes_bairdii	Clements
Myiodynastes_chrysocephalus	Clements
Myiodynastes_hemichrysus	Clements
Myiodynastes_luteiventris	Clements
Myiodynastes_maculatus	Clements
Myiopagis_caniceps	Clements
Myiopagis_cotta	Clements
Myiopagis_flavivertex	Clements
Myiopagis_gaimardii	Clements
Myiopagis_leucospodia	No
Myiopagis_subplacens	Clements
Myiopagis_viridicata	Clements
Myioparus_plumbeus	No
Myiophobus_cryptoxanthus	Clements
Myiophobus_fasciatus	Clements
Myiophobus_flavicans	Clements
Myiophobus_inornatus	Clements
Myiophobus_lintoni	No
Myiophobus_ochraceiventris	No
Myiophobus_phoenicomitra	Clements
Myiophobus_pulcher	No
Myiophobus_roraimae	Clements
Myiophoneus_blighi	No
Myiophoneus_caeruleus	No
Myiophoneus_glaucinus	No
Myiophoneus_horsfieldii	No
Myiophoneus_insularis	No
Myiophoneus_melanurus	No
Myiophoneus_robinsoni	No
Myiopsitta_monachus	Clements
Myiornis_albiventris	Clements
Myiornis_auricularis	Clements
Myiornis_ecaudatus	Clements
Myiotheretes_erythropygius	No
Myiotheretes_fumigatus	Clements
Myiotheretes_fuscorufus	Clements
Myiotheretes_pernix	Clements
Myiotheretes_rufipennis	No
Myiotheretes_striaticollis	Clements
Myiotriccus_ornatus	Clements
Myiozetetes_cayanensis	Clements
Myiozetetes_granadensis	Clements
Myiozetetes_luteiventris	Clements
Myiozetetes_similis	Clements
Myornis_senilis	Clements
Myrmeciza_disjuncta	No
Myrmeciza_exsul	No
Myrmeciza_ferruginea	No
Myrmeciza_fortis	No
Myrmeciza_goeldii	No
Myrmeciza_griseiceps	No
Myrmeciza_hemimelaena	No
Myrmeciza_hyperythra	No
Myrmeciza_immaculata	No
Myrmeciza_laemosticta	No
Myrmeciza_longipes	Clements
Myrmeciza_melanoceps	No
Myrmeciza_pelzelni	No
Myrmeciza_ruficauda	No
Myrmecocichla_aethiops	Clements
Myrmecocichla_albifrons	No
Myrmecocichla_arnotti	Clements
Myrmecocichla_formicivora	Clements
Myrmecocichla_melaena	Clements
Myrmecocichla_nigra	Clements
Myrmecocichla_tholloni	Clements
Myrmia_micrura	Clements
Myrmoborus_leucophrys	Clements
Myrmoborus_lugubris	Clements
Myrmoborus_melanurus	Clements
Myrmoborus_myotherinus	Clements
Myrmochanes_hemileucus	Clements
Myrmoderus_loricatus	Clements
Myrmoderus_squamosus	Clements
Myrmophylax_atrothorax	Clements
Myrmophylax_stictothorax	No
Myrmorchilus_strigilatus	Clements
Myrmornis_torquata	Clements
Myrmothera_campanisona	Clements
Myrmothera_simplex	Clements
Myrmotherula_ambigua	Clements
Myrmotherula_assimilis	Clements
Myrmotherula_axillaris	Clements
Myrmotherula_behni	Clements
Myrmotherula_brachyura	Clements
Myrmotherula_cherriei	Clements
Myrmotherula_erythronotos	No
Myrmotherula_erythrura	No
Myrmotherula_fulviventris	No
Myrmotherula_grisea	Clements
Myrmotherula_gularis	No
Myrmotherula_guttata	No
Myrmotherula_gutturalis	No
Myrmotherula_haematonota	No
Myrmotherula_hauxwelli	No
Myrmotherula_iheringi	Clements
Myrmotherula_klagesi	Clements
Myrmotherula_leucophthalma	No
Myrmotherula_longicauda	Clements
Myrmotherula_longipennis	Clements
Myrmotherula_menetriesii	Clements
Myrmotherula_minor	Clements
Myrmotherula_obscura	No
Myrmotherula_ornata	No
Myrmotherula_schisticolor	Clements
Myrmotherula_sclateri	Clements
Myrmotherula_sunensis	Clements
Myrmotherula_surinamensis	Clements
Myrmotherula_unicolor	Clements
Myrmotherula_urosticta	Clements
Myrtis_fanny	Clements
Mystacornis_crossleyi	Clements
Myza_celebensis	Clements
Myza_sarasinorum	Clements
Myzomela_adolphinae	Clements
Myzomela_albigula	Clements
Myzomela_blasii	Clements
Myzomela_cardinalis	Clements
Myzomela_chermesina	Clements
Myzomela_cineracea	Clements
Myzomela_cruentata	Clements
Myzomela_eichhorni	Clements
Myzomela_eques	Clements
Myzomela_erythrocephala	Clements
Myzomela_erythromelas	Clements
Myzomela_jugularis	Clements
Myzomela_kuehni	Clements
Myzomela_lafargei	Clements
Myzomela_malaitae	Clements
Myzomela_melanocephala	Clements
Myzomela_nigrita	Clements
Myzomela_obscura	Clements
Myzomela_pulchella	Clements
Myzomela_rosenbergii	Clements
Myzomela_sanguinolenta	Clements
Myzomela_sclateri	Clements
Myzomela_tristrami	Clements
Myzomela_vulnerata	Clements
Myzornis_pyrrhoura	Clements
Namibornis_herero	No
Nandayus_nenday	No
Nannopsittaca_panychlora	Clements
Nannopterum_harrisi	No
Napothera_atrigularis	No
Napothera_brevicaudata	No
Napothera_crassa	No
Napothera_crispifrons	No
Napothera_epilepidota	Clements
Napothera_macrodactyla	No
Napothera_marmorata	No
Napothera_rabori	No
Napothera_rufipectus	No
Nasica_longirostris	Clements
Necropsar_leguati	No
Necrosyrtes_monachus	Clements
Nectarinia_adelberti	No
Nectarinia_afra	No
Nectarinia_alinae	No
Nectarinia_amethystina	No
Nectarinia_asiatica	No
Nectarinia_balfouri	No
Nectarinia_bannermani	No
Nectarinia_batesi	No
Nectarinia_bifasciata	No
Nectarinia_bocagii	Clements
Nectarinia_bouvieri	No
Nectarinia_buettikoferi	No
Nectarinia_calcostetha	No
Nectarinia_chalcomelas	No
Nectarinia_chalybea	No
Nectarinia_chloropygia	No
Nectarinia_coccinigastra	No
Nectarinia_comorensis	No
Nectarinia_congensis	No
Nectarinia_coquerellii	No
Nectarinia_cuprea	No
Nectarinia_cyanolaema	No
Nectarinia_dussumieri	No
Nectarinia_erythrocerca	No
Nectarinia_famosa	Clements
Nectarinia_fuliginosa	No
Nectarinia_fusca	No
Nectarinia_habessinica	No
Nectarinia_hartlaubii	No
Nectarinia_humbloti	No
Nectarinia_johannae	No
Nectarinia_johnstoni	Clements
Nectarinia_jugularis	No
Nectarinia_kilimensis	Clements
Nectarinia_lotenia	No
Nectarinia_loveridgei	No
Nectarinia_mariquensis	No
Nectarinia_mediocris	No
Nectarinia_minima	No
Nectarinia_minulla	No
Nectarinia_nectarinioides	No
Nectarinia_neergaardi	No
Nectarinia_newtonii	No
Nectarinia_notata	No
Nectarinia_olivacea	No
Nectarinia_oritis	No
Nectarinia_osea	No
Nectarinia_oustaleti	No
Nectarinia_pembae	No
Nectarinia_preussi	No
Nectarinia_pulchella	No
Nectarinia_purpureiventris	Clements
Nectarinia_regia	No
Nectarinia_reichenbachii	No
Nectarinia_reichenowi	No
Nectarinia_rockefelleri	No
Nectarinia_rubescens	No
Nectarinia_seimundi	No
Nectarinia_senegalensis	No
Nectarinia_sericea	No
Nectarinia_shelleyi	No
Nectarinia_solaris	No
Nectarinia_souimanga	No
Nectarinia_sperata	No
Nectarinia_superba	No
Nectarinia_tacazze	Clements
Nectarinia_talatala	No
Nectarinia_thomensis	No
Nectarinia_ursulae	No
Nectarinia_venusta	No
Nectarinia_veroxii	No
Nectarinia_verticalis	No
Nectarinia_violacea	No
Nectarinia_zeylonica	No
Nemosia_pileata	Clements
Nemosia_rourei	Clements
Neochelidon_tibialis	No
Neochen_jubata	No
Neochmia_phaeton	Clements
Neochmia_ruficauda	Clements
Neocichla_gutturalis	Clements
Neocossyphus_poensis	Clements
Neocossyphus_rufus	Clements
Neocrex_erythrops	No
Neoctantes_niger	Clements
Neodrepanis_coruscens	No
Neodrepanis_hypoxantha	Clements
Neohierax_insignis	No
Neolalage_banksiana	Clements
Neolesbia_nehrkorni	No
Neolestes_torquatus	Clements
Neomixis_flavoviridis	No
Neomixis_striatigula	Clements
Neomixis_tenella	Clements
Neomixis_viridis	Clements
Neomorphus_geoffroyi	Clements
Neomorphus_pucheranii	Clements
Neomorphus_radiolosus	Clements
Neomorphus_rufipennis	Clements
Neomorphus_squamiger	Clements
Neopelma_aurifrons	Clements
Neopelma_chrysocephalum	Clements
Neopelma_pallescens	Clements
Neopelma_sulphureiventer	Clements
Neophema_bourkii	Clements
Neophema_chrysogaster	Clements
Neophema_chrysostomus	No
Neophema_elegans	Clements
Neophema_petrophila	Clements
Neophema_pulchella	Clements
Neophema_splendida	Clements
Neophron_percnopterus	Clements
Neopipo_cinnamomea	Clements
Neopsittacus_musschenbroekii	Clements
Neopsittacus_pullicauda	Clements
Neositta_chrysoptera	No
Neositta_papuensis	No
Neospiza_concolor	No
Neothraupis_fasciata	Clements
Neotis_burchellii	No
Neotis_cafra	No
Neotis_heuglinii	Clements
Neotis_ludwigii	Clements
Neotis_nuba	Clements
Neoxolmis_rubetra	No
Neoxolmis_rufiventris	Clements
Nephoecetes_niger	No
Nesasio_solomonensis	Clements
Nesillas_aldabranus	No
Nesillas_mariae	Clements
Nesillas_typica	Clements
Nesoceleus_fernandinae	No
Nesocharis_ansorgei	Clements
Nesocharis_capistrata	Clements
Nesocharis_shelleyi	Clements
Nesochen_sandvicensis	No
Nesocichla_eremita	No
Nesoclopeus_poeciloptera	No
Nesoclopeus_woodfordi	No
Nesoctites_micromegas	Clements
Nesoenas_mayeri	Clements
Nesofregetta_albigularis	No
Nesofregetta_fuliginosa	Clements
Nesofregetta_moestissima	No
Nesolimnas_dieffenbachii	No
Nesomimus_trifasciatus	No
Nesonetta_aucklandica	No
Nesopelia_galapagoensis	No
Nesophylax_ater	No
Nesopsar_nigerrimus	Clements
Nesospingus_speculiferus	Clements
Nesospiza_acunhae	Clements
Nesospiza_wilkinsi	Clements
Nesotriccus_ridgwayi	Clements
Nestor_meridionalis	Clements
Nestor_notabilis	Clements
Nestor_productus	Clements
Netta_erythrophthalma	Clements
Netta_peposaca	Clements
Netta_rufina	Clements
Nettapus_auritus	Clements
Nettapus_coromandelianus	Clements
Nettapus_pulchellus	Clements
Newtonia_amphichroa	Clements
Newtonia_archboldi	Clements
Newtonia_brunneicauda	Clements
Newtonia_fanovanae	Clements
Nicator_chloris	Clements
Nicator_gularis	Clements
Nicator_vireo	Clements
Nigrita_bicolor	Clements
Nigrita_canicapilla	No
Nigrita_fusconota	No
Nigrita_luteifrons	Clements
Nilaus_afer	Clements
Niltava_banyumas	No
Niltava_caerulata	No
Niltava_concreta	No
Niltava_davidi	Clements
Niltava_grandis	Clements
Niltava_hainana	No
Niltava_herioti	No
Niltava_hodgsoni	No
Niltava_hoevelli	No
Niltava_hyacinthina	No
Niltava_macgrigoriae	Clements
Niltava_pallipes	No
Niltava_poliogenys	No
Niltava_rubeculoides	No
Niltava_ruecki	No
Niltava_rufigastra	No
Niltava_sanfordi	No
Niltava_sumatrana	Clements
Niltava_sundara	Clements
Niltava_superba	No
Niltava_tickelliae	No
Niltava_turcosa	No
Niltava_unicolor	No
Niltava_vivida	Clements
Ninox_affinis	Clements
Ninox_connivens	Clements
Ninox_jacquinoti	Clements
Ninox_meeki	Clements
Ninox_novaeseelandiae	Clements
Ninox_odiosa	Clements
Ninox_perversa	No
Ninox_philippensis	Clements
Ninox_punctulata	Clements
Ninox_rufa	Clements
Ninox_scutulata	Clements
Ninox_solomonis	No
Ninox_spilocephala	Clements
Ninox_spilonota	No
Ninox_squamipila	Clements
Ninox_strenua	Clements
Ninox_superciliaris	No
Ninox_theomacha	Clements
Nipponia_nippon	Clements
Nomonyx_dominicus	Clements
Nonnula_amaurocephala	Clements
Nonnula_brunnea	Clements
Nonnula_frontalis	Clements
Nonnula_rubecula	Clements
Nonnula_ruficapilla	Clements
Nonnula_sclateri	Clements
Northiella_haematogaster	Clements
Notharchus_macrorhynchos	Clements
Notharchus_ordii	Clements
Notharchus_pectoralis	Clements
Notharchus_tectus	Clements
Nothocercus_bonapartei	Clements
Nothocercus_fuscipennis	No
Nothocercus_julius	Clements
Nothocercus_nigrocapillus	Clements
Nothocrax_urumutum	Clements
Nothoprocta_branickii	No
Nothoprocta_cinerascens	Clements
Nothoprocta_curvirostris	Clements
Nothoprocta_fulvescens	No
Nothoprocta_kalinowskii	No
Nothoprocta_ornata	Clements
Nothoprocta_oustaleti	No
Nothoprocta_pentlandii	Clements
Nothoprocta_perdicaria	Clements
Nothoprocta_taczanowskii	Clements
Nothura_boraquira	Clements
Nothura_darwinii	Clements
Nothura_maculosa	Clements
Nothura_minor	Clements
Notiochelidon_cyanoleuca	No
Notiochelidon_flavipes	No
Notiochelidon_murina	No
Notiochelidon_pileata	No
Notiomystis_cincta	Clements
Notophoyx_novaehollandiae	No
Notophoyx_picata	No
Notornis_mantelli	No
Nucifraga_caryocatactes	Clements
Nucifraga_columbiana	Clements
Numenius_americanus	Clements
Numenius_arquata	Clements
Numenius_borealis	Clements
Numenius_madagascariensis	Clements
Numenius_minutus	Clements
Numenius_phaeopus	Clements
Numenius_tahitiensis	Clements
Numenius_tenuirostris	Clements
Numida_meleagris	Clements
Nyctanassa_violacea	Clements
Nyctea_scandiaca	No
Nyctibius_aethereus	Clements
Nyctibius_bracteatus	Clements
Nyctibius_grandis	Clements
Nyctibius_griseus	Clements
Nyctibius_leucopterus	Clements
Nycticorax_caledonicus	Clements
Nycticorax_goisagi	No
Nycticorax_leuconotus	No
Nycticorax_magnificus	No
Nycticorax_melanolophus	No
Nycticorax_nycticorax	Clements
Nycticryphes_semicollaris	Clements
Nyctidromus_albicollis	Clements
Nyctiphrynus_ocellatus	Clements
Nyctiprogne_leucopyga	Clements
Nyctyornis_amicta	No
Nyctyornis_athertoni	Clements
Nymphicus_hollandicus	Clements
Nyroca_affinis	No
Nyroca_americana	No
Nyroca_australis	No
Nyroca_baeri	No
Nyroca_collaris	No
Nyroca_erythrophthalma	No
Nyroca_ferina	No
Nyroca_fuligula	No
Nyroca_innotata	No
Nyroca_marila	No
Nyroca_novaeseelandiae	No
Nyroca_nyroca	No
Nyroca_valisineria	No
Nystalus_chacuru	Clements
Nystalus_maculatus	Clements
Nystalus_radiatus	Clements
Nystalus_striolatus	Clements
Oceanites_gracilis	Clements
Oceanites_oceanicus	Clements
Oceanodroma_castro	Clements
Oceanodroma_furcata	Clements
Oceanodroma_homochroa	Clements
Oceanodroma_hornbyi	Clements
Oceanodroma_leucorhoa	Clements
Oceanodroma_macrodactyla	Clements
Oceanodroma_markhami	Clements
Oceanodroma_matsudairae	Clements
Oceanodroma_melania	Clements
Oceanodroma_monorhis	Clements
Oceanodroma_owstoni	No
Oceanodroma_tethys	Clements
Oceanodroma_tristrami	Clements
Ochetorhynchus_certhioides	No
Ochetorhynchus_harterti	No
Ochetorhynchus_ruficaudus	Clements
Ochthoeca_cinnamomeiventris	Clements
Ochthoeca_diadema	Clements
Ochthoeca_frontalis	Clements
Ochthoeca_fumicolor	Clements
Ochthoeca_leucophrys	Clements
Ochthoeca_littoralis	No
Ochthoeca_oenanthoides	Clements
Ochthoeca_parvirostris	No
Ochthoeca_piurae	Clements
Ochthoeca_pulchella	Clements
Ochthoeca_rufipectoralis	Clements
Ocreatus_underwoodii	Clements
Oculocincta_squamifrons	Clements
Ocyphaps_lophotes	Clements
Odontophorus_atrifrons	Clements
Odontophorus_balliviani	Clements
Odontophorus_capueira	Clements
Odontophorus_columbianus	Clements
Odontophorus_erythrops	Clements
Odontophorus_gujanensis	Clements
Odontophorus_guttatus	Clements
Odontophorus_hyperythrus	Clements
Odontophorus_leucolaemus	Clements
Odontophorus_loricatus	No
Odontophorus_melanonotus	Clements
Odontophorus_parambae	No
Odontophorus_soderstromii	No
Odontophorus_speciosus	Clements
Odontophorus_stellatus	Clements
Odontophorus_strophium	Clements
Odontorchilus_branickii	Clements
Odontorchilus_cinereus	Clements
Odontriorchis_forbesi	No
Odontriorchis_palliatus	No
Oedistoma_iliolophum	Close
Oedistoma_pygmaeum	Clements
Oena_capensis	Clements
Oenanthe_alboniger	Close
Oenanthe_bifasciata	No
Oenanthe_bottae	Clements
Oenanthe_deserti	Clements
Oenanthe_finschii	Clements
Oenanthe_hispanica	Clements
Oenanthe_isabellina	Clements
Oenanthe_leucopyga	Clements
Oenanthe_leucura	Clements
Oenanthe_lugens	Clements
Oenanthe_moesta	Clements
Oenanthe_monacha	Clements
Oenanthe_monticola	No
Oenanthe_oenanthe	Clements
Oenanthe_picata	Clements
Oenanthe_pileata	Clements
Oenanthe_pleschanka	Clements
Oenanthe_xanthoprymna	Clements
Ognorhynchus_icterotis	Clements
Oidemia_nigra	No
Oligura_castaneocoronata	No
Oncostoma_cinereigulare	Clements
Oncostoma_olivaceum	Clements
Onychognathus_albirostris	Clements
Onychognathus_blythii	Clements
Onychognathus_frater	Clements
Onychognathus_fulgidus	Clements
Onychognathus_morio	Clements
Onychognathus_nabouroup	Clements
Onychognathus_salvadorii	Clements
Onychognathus_tenuirostris	Clements
Onychognathus_tristramii	Clements
Onychognathus_walleri	Clements
Onychorhynchus_coronatus	Clements
Ophrysia_superciliosa	Clements
Opisthocomus_hoazin	Clements
Opisthoprora_euryptera	Clements
Opopsitta_diophthalma	No
Opopsitta_gulielmii	No
Orchesticus_abeillei	Clements
Oreocharis_arfaki	Clements
Oreoica_gutturalis	Clements
Oreomanes_fraseri	No
Oreonympha_nobilis	Clements
Oreopeleia_albifacies	No
Oreopeleia_bourcieri	No
Oreopeleia_caniceps	No
Oreopeleia_chiriquensis	No
Oreopeleia_chrysia	No
Oreopeleia_costaricensis	No
Oreopeleia_erythropareia	No
Oreopeleia_goldmani	No
Oreopeleia_lawrencii	No
Oreopeleia_linearis	No
Oreopeleia_martinica	No
Oreopeleia_montana	No
Oreopeleia_mystacea	No
Oreopeleia_veraguensis	No
Oreopeleia_violacea	No
Oreophasis_derbianus	Clements
Oreopholus_ruficollis	Clements
Oreophylax_moreirae	No
Oreopsar_bolivianus	Clements
Oreopsittacus_arfaki	Clements
Oreornis_chrysogenys	Clements
Oreortyx_picta	No
Oreoscoptes_montanus	Clements
Oreostruthus_fuliginosus	Clements
Oreothraupis_arremonops	Clements
Oreotrochilus_adela	Clements
Oreotrochilus_bolivianus	No
Oreotrochilus_chimborazo	Clements
Oreotrochilus_estella	Clements
Oreotrochilus_leucopleurus	Clements
Oreotrochilus_melanogaster	Clements
Oreotrochilus_stolzmanni	Clements
Origma_solitaria	Clements
Oriolia_bernieri	Clements
Oriolus_albiloris	Clements
Oriolus_auratus	Clements
Oriolus_bouroensis	Clements
Oriolus_brachyrhynchus	No
Oriolus_chinensis	Clements
Oriolus_chlorocephalus	Clements
Oriolus_crassirostris	Clements
Oriolus_cruentus	Clements
Oriolus_flavocinctus	Clements
Oriolus_forsteni	Clements
Oriolus_hosii	Clements
Oriolus_isabellae	Clements
Oriolus_larvatus	Clements
Oriolus_mellianus	Clements
Oriolus_monacha	Clements
Oriolus_nigripennis	Clements
Oriolus_oriolus	Clements
Oriolus_phaeochromus	Clements
Oriolus_sagittatus	Clements
Oriolus_szalayi	Clements
Oriolus_traillii	Clements
Oriolus_viridifuscus	No
Oriolus_xanthonotus	Clements
Oriolus_xanthornus	Clements
Oriturus_superciliosus	Clements
Ornithion_brunneicapillum	Close
Ornithion_inerme	Clements
Ornithion_semiflavum	Clements
