GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,Clements_Order,Clements_Family,Reconciliation
255368,Grallaricula flavirostris,species,Grallaricula flavirostris,species,Passeriformes,Grallariidae (Antpittas),
2249209,Grallaricula leymebambae,species,Grallaricula leymebambae,species,Passeriformes,Grallariidae (Antpittas),
117176,Grallaricula lineifrons,species,Grallaricula lineifrons,species,Passeriformes,Grallariidae (Antpittas),
2767852,Grallaricula loricata,species,Grallaricula loricata,species,Passeriformes,Grallariidae (Antpittas),
265643,Grallaricula nana,species,Grallaricula nana,species,Passeriformes,Grallariidae (Antpittas),
2767853,Grallaricula ochraceifrons,species,Grallaricula ochraceifrons,species,Passeriformes,Grallariidae (Antpittas),
2507071,Grallaricula peruviana,species,Grallaricula peruviana,species,Passeriformes,Grallariidae (Antpittas),
1389704,Grallina bruijnii,species,Grallina bruijnii,species,Passeriformes,Monarchidae (Monarch Flycatchers),
254541,Grallina cyanoleuca,species,Grallina cyanoleuca,species,Passeriformes,Monarchidae (Monarch Flycatchers),
330742,Graminicola bengalensis,species,Graminicola bengalensis,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),
878326,Graminicola bengalensis bengalensis,subspecies,Graminicola bengalensis,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),split
878327,Graminicola bengalensis sinicus,subspecies,Graminicola striatus sinicus,subspecies,Passeriformes,Pellorneidae (Ground Babblers and Allies),taxonomy
1118563,Grammatoptila striata,species,Grammatoptila striata,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183785,Grammatoptila striata cranbrooki,subspecies,Grammatoptila striata cranbrooki,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183784,Grammatoptila striata striata,subspecies,Grammatoptila striata striata,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
182929,Granatellus pelzelni,species,Granatellus pelzelni,species,Passeriformes,Cardinalidae (Cardinals and Allies),
460203,Granatellus sallaei,species,Granatellus sallaei,species,Passeriformes,Cardinalidae (Cardinals and Allies),
460204,Granatellus venustus,species,Granatellus venustus,species,Passeriformes,Cardinalidae (Cardinals and Allies),
247538,Granatina granatina,species,Granatina granatina,species,Passeriformes,Estrildidae (Waxbills and Allies),
247537,Granatina ianthinogaster,species,Granatina ianthinogaster,species,Passeriformes,Estrildidae (Waxbills and Allies),
1463981,Grandala coelicolor,species,Grandala coelicolor,species,Passeriformes,Turdidae (Thrushes and Allies),
266360,Grantiella picta,species,Grantiella picta,species,Passeriformes,Meliphagidae (Honeyeaters),
1002785,Graueria vittata,species,Graueria vittata,species,Passeriformes,Macrosphenidae (African Warblers),
244087,Graydidascalus brachyurus,species,Graydidascalus brachyurus,species,Psittaciformes,Psittacidae (New World and African Parrots),
478643,Griseotyrannus aurantioatrocristatus,species,Empidonomus aurantioatrocristatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),taxonomy
822945,Gruiformes sp. BOLD:AAJ5612,species,,,,,unidentified
822946,Gruiformes sp. BOLD:AAL0480,species,,,,,unidentified
9117,Grus americana,species,Grus americana,species,Gruiformes,Gruidae (Cranes),
9118,Grus carunculatus,species,Bugeranus carunculatus,species,Gruiformes,Gruidae (Cranes),taxonomy
40816,Grus grus,species,Grus grus,species,Gruiformes,Gruidae (Cranes),
1235296,Grus grus archibaldi,subspecies,Grus grus,species,Gruiformes,Gruidae (Cranes),split
1235293,Grus grus grus,subspecies,Grus grus,species,Gruiformes,Gruidae (Cranes),split
1235304,Grus grus korelovi,subspecies,Grus grus,species,Gruiformes,Gruidae (Cranes),split
1235294,Grus grus lilfordi,subspecies,Grus grus,species,Gruiformes,Gruidae (Cranes),split
30415,Grus japonensis,species,Grus japonensis,species,Gruiformes,Gruidae (Cranes),
40819,Grus leucogeranus,species,Leucogeranus leucogeranus,species,Gruiformes,Gruidae (Cranes),taxonomy
40818,Grus monacha,species,Grus monacha,species,Gruiformes,Gruidae (Cranes),
40817,Grus nigricollis,species,Grus nigricollis,species,Gruiformes,Gruidae (Cranes),
1171711,Grus paradisea,species,Anthropoides paradiseus,species,Gruiformes,Gruidae (Cranes),taxonomy
182212,Grus sp.,species,,,,,unidentified
9111,Grus virgo,species,Anthropoides virgo,species,Gruiformes,Gruidae (Cranes),taxonomy
2496569,Guadalcanaria inexpectata,species,Guadalcanaria inexpectata,species,Passeriformes,Meliphagidae (Honeyeaters),
51906,Guaruba guarouba,species,Guaruba guarouba,species,Psittaciformes,Psittacidae (New World and African Parrots),
555261,Gubernatrix cristata,species,Gubernatrix cristata,species,Passeriformes,Thraupidae (Tanagers and Allies),
137526,Gubernetes yetapa,species,Gubernetes yetapa,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
30392,Guira guira,species,Guira guira,species,Cuculiformes,Cuculidae (Cuckoos),
75940,Guttera plumifera,species,Guttera plumifera,species,Galliformes,Numididae (Guineafowl),
8994,Guttera pucherani,species,Guttera pucherani,species,Galliformes,Numididae (Guineafowl),
297809,Gygis alba,species,Gygis alba,species,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",
526630,Gygis alba candida,subspecies,Gygis alba candida,subspecies,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",
526631,Gygis alba microrhyncha,subspecies,Gygis alba microrhyncha,group (monotypic),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",
526632,Gygis alba pacifica,subspecies,Gygis alba candida,subspecies,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",taxonomy
526633,Gygis alba rothschildi,subspecies,Gygis alba candida,subspecies,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",taxonomy
240719,Gymnobucco calvus,species,Gymnobucco calvus,species,Piciformes,Lybiidae (African Barbets),
1002787,Gymnobucco sladeni,species,Gymnobucco sladeni,species,Piciformes,Lybiidae (African Barbets),
288102,Gymnocichla nudiceps,species,Gymnocichla nudiceps,species,Passeriformes,Thamnophilidae (Typical Antbirds),
722464,Gymnocichla nudiceps erratilis,subspecies,Gymnocichla nudiceps erratilis,subspecies,Passeriformes,Thamnophilidae (Typical Antbirds),
722465,Gymnocichla nudiceps nudiceps,subspecies,Gymnocichla nudiceps nudiceps,subspecies,Passeriformes,Thamnophilidae (Typical Antbirds),
2861762,Gymnocrex rosenbergii,species,Gymnocrex rosenbergii,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",
114303,Gymnoderus foetidus,species,Gymnoderus foetidus,species,Passeriformes,Cotingidae (Cotingas),
33616,Gymnogyps californianus,species,Gymnogyps californianus,species,Cathartiformes,Cathartidae (New World Vultures),
84819,Gymnomystax mexicanus,species,Gymnomystax mexicanus,species,Passeriformes,Icteridae (Troupials and Allies),
1930954,Gymnomyza aubryana,species,Gymnomyza aubryana,species,Passeriformes,Meliphagidae (Honeyeaters),
2789659,Gymnomyza brunneirostris,species,Gymnomyza brunneirostris,species,Passeriformes,Meliphagidae (Honeyeaters),
572101,Gymnomyza samoensis,species,Gymnomyza samoensis,species,Passeriformes,Meliphagidae (Honeyeaters),
1439380,Gymnomyza viridis,species,Gymnomyza viridis,species,Passeriformes,Meliphagidae (Honeyeaters),
262121,Gymnophaps albertisii,species,Gymnophaps albertisii,species,Columbiformes,Columbidae (Pigeons and Doves),
2953402,Gymnophaps mada,species,Gymnophaps mada,species,Columbiformes,Columbidae (Pigeons and Doves),
2953403,Gymnophaps solomonensis,species,Gymnophaps solomonensis,species,Columbiformes,Columbidae (Pigeons and Doves),
2953404,Gymnophaps stalkeri,species,Gymnophaps stalkeri,species,Columbiformes,Columbidae (Pigeons and Doves),
468485,Gymnopithys bicolor,species,Gymnopithys bicolor,species,Passeriformes,Thamnophilidae (Typical Antbirds),
288082,Gymnopithys leucaspis,species,Gymnopithys leucaspis,species,Passeriformes,Thamnophilidae (Typical Antbirds),
722466,Gymnopithys leucaspis castaneus,subspecies,Gymnopithys leucaspis castaneus,subspecies,Passeriformes,Thamnophilidae (Typical Antbirds),
722467,Gymnopithys leucaspis olivascens,subspecies,Gymnopithys bicolor olivascens,subspecies,Passeriformes,Thamnophilidae (Typical Antbirds),taxonomy
468484,Gymnopithys rufigula,species,Gymnopithys rufigula,species,Passeriformes,Thamnophilidae (Typical Antbirds),
9132,Gymnorhina tibicen,species,Gymnorhina tibicen,species,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",
1269795,Gymnorhina tibicen dorsalis,subspecies,Gymnorhina tibicen dorsalis,group (monotypic),Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",
1269796,Gymnorhina tibicen eylandtensis,subspecies,Gymnorhina tibicen eylandtensis,subspecies,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",
452103,Gymnorhina tibicen hypoleuca,subspecies,Gymnorhina tibicen hypoleuca,group (monotypic),Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",
1269799,Gymnorhina tibicen telonocua,subspecies,Gymnorhina tibicen telonocua,subspecies,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",
1269800,Gymnorhina tibicen terraereginae,subspecies,Gymnorhina tibicen terraereginae,subspecies,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",
1269803,Gymnorhina tibicen tibicen,subspecies,Gymnorhina tibicen tibicen,subspecies,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",
109446,Gymnorhinus cyanocephalus,species,Gymnorhinus cyanocephalus,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",
187442,Gymnoris dentata,species,Gymnoris dentata,species,Passeriformes,Passeridae (Old World Sparrows),
1464034,Gymnoris superciliaris,species,Gymnoris superciliaris,species,Passeriformes,Passeridae (Old World Sparrows),
1405430,Gymnoris xanthocollis,species,Gymnoris xanthocollis,species,Passeriformes,Passeridae (Old World Sparrows),
1405431,Gymnoris xanthocollis xanthocollis,subspecies,Gymnoris xanthocollis xanthocollis,subspecies,Passeriformes,Passeridae (Old World Sparrows),
33610,Gypaetus barbatus,species,Gypaetus barbatus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1604013,Gypaetus barbatus aureus,subspecies,Gypaetus barbatus barbatus,group (monotypic),Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
321074,Gypohierax angolensis,species,Gypohierax angolensis,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
303352,Gypopsitta coccinicollaris,species,Pyrilia haematotis coccinicollaris,subspecies,Psittaciformes,Psittacidae (New World and African Parrots),lump
43490,Gyps africanus,species,Gyps africanus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
43491,Gyps bengalensis,species,Gyps bengalensis,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
8966,Gyps coprotheres,species,Gyps coprotheres,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
36247,Gyps fulvus,species,Gyps fulvus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
405412,Gyps fulvus fulvescens,subspecies,Gyps fulvus fulvescens,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
405413,Gyps fulvus fulvus,subspecies,Gyps fulvus fulvus,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
36248,Gyps himalayensis,species,Gyps himalayensis,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
341451,Gyps indicus,species,Gyps indicus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
405414,Gyps indicus indicus,subspecies,Gyps indicus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
8967,Gyps rueppelli,species,Gyps rueppelli,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
405409,Gyps tenuirostris,species,Gyps tenuirostris,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2781073,Gypsophila annamensis,species,Gypsophila annamensis,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),
2781074,Gypsophila calcicola,species,Gypsophila calcicola,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),
1149651,Gypsophila crispifrons,species,Gypsophila crispifrons,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),
1622138,Habia atrimaxillaris,species,Habia atrimaxillaris,species,Passeriformes,Cardinalidae (Cardinals and Allies),
460205,Habia fuscicauda,species,Habia fuscicauda,species,Passeriformes,Cardinalidae (Cardinals and Allies),
460206,Habia gutturalis,species,Habia gutturalis,species,Passeriformes,Cardinalidae (Cardinals and Allies),
62201,Habia rubica,species,Habia rubica,species,Passeriformes,Cardinalidae (Cardinals and Allies),
1150656,Habroptila wallacii,species,Gallirallus wallacii,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",taxonomy
114305,Haematoderus militaris,species,Haematoderus militaris,species,Passeriformes,Cotingidae (Cotingas),
185689,Haematopus ater,species,Haematopus ater,species,Charadriiformes,Haematopodidae (Oystercatchers),
279948,Haematopus bachmani,species,Haematopus bachmani,species,Charadriiformes,Haematopodidae (Oystercatchers),
458154,Haematopus chathamensis,subspecies,Haematopus chathamensis,species,Charadriiformes,Haematopodidae (Oystercatchers),
2497799,Haematopus finschi,species,Haematopus finschi,species,Charadriiformes,Haematopodidae (Oystercatchers),
555262,Haematopus leucopodus,species,Haematopus leucopodus,species,Charadriiformes,Haematopodidae (Oystercatchers),
2587768,Haematopus meadewaldoi,species,Haematopus meadewaldoi,species,Charadriiformes,Haematopodidae (Oystercatchers),
2587770,Haematopus moquini,species,Haematopus moquini,species,Charadriiformes,Haematopodidae (Oystercatchers),
31908,Haematopus ostralegus,species,Haematopus ostralegus,species,Charadriiformes,Haematopodidae (Oystercatchers),
458160,Haematopus ostralegus ostralegus,subspecies,Haematopus ostralegus ostralegus,subspecies,Charadriiformes,Haematopodidae (Oystercatchers),
279960,Haematopus palliatus,species,Haematopus palliatus,species,Charadriiformes,Haematopodidae (Oystercatchers),
458153,Haematopus unicolor,species,Haematopus unicolor,species,Charadriiformes,Haematopodidae (Oystercatchers),
475776,Haematortyx sanguiniceps,species,Haematortyx sanguiniceps,species,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",
175943,Haematospiza sipahi,species,Carpodacus sipahi,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",taxonomy
372289,Haemorhous cassinii,species,Haemorhous cassinii,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",
30427,Haemorhous mexicanus,species,Haemorhous mexicanus,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",
142468,Haemorhous purpureus,species,Haemorhous purpureus,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",
2767834,Hafferia fortis,species,Hafferia fortis,species,Passeriformes,Thamnophilidae (Typical Antbirds),
2767835,Hafferia immaculata,species,Hafferia immaculata,species,Passeriformes,Thamnophilidae (Typical Antbirds),
2767836,Hafferia zeledoni,species,Hafferia zeledoni,species,Passeriformes,Thamnophilidae (Typical Antbirds),
2231447,Halcyon albiventris,species,Halcyon albiventris,species,Coraciiformes,Alcedinidae (Kingfishers),
2577021,Halcyon albiventris orientalis,subspecies,Halcyon albiventris orientalis,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
325331,Halcyon badia,species,Halcyon badia,species,Coraciiformes,Alcedinidae (Kingfishers),
2231448,Halcyon chelicuti,species,Halcyon chelicuti,species,Coraciiformes,Alcedinidae (Kingfishers),
2577020,Halcyon chelicuti chelicuti,subspecies,Halcyon chelicuti chelicuti,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
433634,Halcyon coromanda,species,Halcyon coromanda,species,Coraciiformes,Alcedinidae (Kingfishers),
1454571,Halcyon coromanda linae,subspecies,Halcyon coromanda linae,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
1454573,Halcyon coromanda major,subspecies,Halcyon coromanda major,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
2577019,Halcyon cyanoleuca,species,Halcyon senegalensis cyanoleuca,subspecies,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
2231449,Halcyon cyanoventris,species,Halcyon cyanoventris,species,Coraciiformes,Alcedinidae (Kingfishers),
2231450,Halcyon gularis,species,Halcyon gularis,species,Coraciiformes,Alcedinidae (Kingfishers),
325332,Halcyon leucocephala,species,Halcyon leucocephala,species,Coraciiformes,Alcedinidae (Kingfishers),
190663,Halcyon leucopygia,species,Todiramphus leucopygius,species,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
170866,Halcyon malimbica,species,Halcyon malimbica,species,Coraciiformes,Alcedinidae (Kingfishers),
1496258,Halcyon pileata,species,Halcyon pileata,species,Coraciiformes,Alcedinidae (Kingfishers),
342377,Halcyon ruficollaris,species,Todiramphus ruficollaris,species,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
342381,Halcyon senegalensis,species,Halcyon senegalensis,species,Coraciiformes,Alcedinidae (Kingfishers),
2872013,Halcyon senegalensis senegalensis,subspecies,Halcyon senegalensis senegalensis,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
2231451,Halcyon senegaloides,species,Halcyon senegaloides,species,Coraciiformes,Alcedinidae (Kingfishers),
1003843,Halcyon smyrnensis,species,Halcyon smyrnensis,species,Coraciiformes,Alcedinidae (Kingfishers),
342378,Halcyon tuta,species,Todiramphus tutus,species,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
325333,Halcyon winchelli,species,Todiramphus winchelli,species,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
8969,Haliaeetus albicilla,species,Haliaeetus albicilla,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
335094,Haliaeetus albicilla albicilla,subspecies,Haliaeetus albicilla,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
321119,Haliaeetus humilis,species,Haliaeetus humilis,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321120,Haliaeetus ichthyaetus,species,Haliaeetus ichthyaetus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
52644,Haliaeetus leucocephalus,species,Haliaeetus leucocephalus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
216577,Haliaeetus leucocephalus alascanus,subspecies,Haliaeetus leucocephalus washingtoniensis,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
52645,Haliaeetus leucogaster,species,Haliaeetus leucogaster,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
52646,Haliaeetus leucoryphus,species,Haliaeetus leucoryphus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
52647,Haliaeetus pelagicus,species,Haliaeetus pelagicus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
335095,Haliaeetus pelagicus pelagicus,subspecies,Haliaeetus pelagicus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
52648,Haliaeetus sanfordi,species,Haliaeetus sanfordi,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
52649,Haliaeetus vocifer,species,Haliaeetus vocifer,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
260531,Haliaeetus vociferoides,species,Haliaeetus vociferoides,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
8971,Haliastur indus,species,Haliastur indus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321974,Haliastur indus girenera,subspecies,Haliastur indus girrenera,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",spelling
2763550,Haliastur indus intermedius,subspecies,Haliastur indus intermedius,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321117,Haliastur sphenurus,species,Haliastur sphenurus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
79655,Halobaena caerulea,species,Halobaena caerulea,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),
321098,Hamirostra melanosternon,species,Hamirostra melanosternon,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
303328,Hapalopsittaca amazonina,species,Hapalopsittaca amazonina,species,Psittaciformes,Psittacidae (New World and African Parrots),
1070837,Hapalopsittaca amazonina theresae,subspecies,Hapalopsittaca amazonina theresae,subspecies,Psittaciformes,Psittacidae (New World and African Parrots),
1070838,Hapalopsittaca amazonina velezi,subspecies,Hapalopsittaca amazonina velezi,subspecies,Psittaciformes,Psittacidae (New World and African Parrots),
1070839,Hapalopsittaca fuertesi,species,Hapalopsittaca fuertesi,species,Psittaciformes,Psittacidae (New World and African Parrots),
867392,Hapalopsittaca melanotis,species,Hapalopsittaca melanotis,species,Psittaciformes,Psittacidae (New World and African Parrots),
1070841,Hapalopsittaca melanotis peruviana,subspecies,Hapalopsittaca melanotis peruviana,subspecies,Psittaciformes,Psittacidae (New World and African Parrots),
1070840,Hapalopsittaca pyrrhops,species,Hapalopsittaca pyrrhops,species,Psittaciformes,Psittacidae (New World and African Parrots),
317109,Haplochelidon andecola,species,Orochelidon andecola,species,Passeriformes,Hirundinidae (Swallows),taxonomy
304642,Haplophaedia aureliae,species,Haplophaedia aureliae,species,Caprimulgiformes,Trochilidae (Hummingbirds),
472814,Haplophaedia lugens,species,Haplophaedia lugens,species,Caprimulgiformes,Trochilidae (Hummingbirds),
547955,Haplospiza rustica,species,Spodiornis rusticus,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
135435,Haplospiza unicolor,species,Haplospiza unicolor,species,Passeriformes,Thraupidae (Tanagers and Allies),
59408,Harpactes ardens,species,Harpactes ardens,species,Trogoniformes,Trogonidae (Trogons),
1454574,Harpactes ardens ardens,subspecies,Harpactes ardens ardens,subspecies,Trogoniformes,Trogonidae (Trogons),
1454575,Harpactes ardens herberti,subspecies,Harpactes ardens herberti,subspecies,Trogoniformes,Trogonidae (Trogons),
59409,Harpactes diardii,species,Harpactes diardii,species,Trogoniformes,Trogonidae (Trogons),
297712,Harpactes duvaucelii,species,Harpactes duvaucelii,species,Trogoniformes,Trogonidae (Trogons),
297715,Harpactes erythrocephalus,species,Harpactes erythrocephalus,species,Trogoniformes,Trogonidae (Trogons),
932689,Harpactes fasciatus,species,Harpactes fasciatus,species,Trogoniformes,Trogonidae (Trogons),
932690,Harpactes kasumba,species,Harpactes kasumba,species,Trogoniformes,Trogonidae (Trogons),
57419,Harpactes oreskios,species,Harpactes oreskios,species,Trogoniformes,Trogonidae (Trogons),
297714,Harpactes orrhophaeus,species,Harpactes orrhophaeus,species,Trogoniformes,Trogonidae (Trogons),
932691,Harpactes wardi,species,Harpactes wardi,species,Trogoniformes,Trogonidae (Trogons),
932692,Harpactes whiteheadi,species,Harpactes whiteheadi,species,Trogoniformes,Trogonidae (Trogons),
307641,Harpagornis moorei,species,,,,,extinct
387842,Harpagus bidentatus,species,Harpagus bidentatus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387843,Harpagus diodon,species,Harpagus diodon,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
202280,Harpia harpyja,species,Harpia harpyja,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321134,Harpyhaliaetus coronatus,species,Buteogallus coronatus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
321136,Harpyhaliaetus solitarius,species,Buteogallus solitarius,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
321108,Harpyopsis novaeguineae,species,Harpyopsis novaeguineae,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
552918,Hartertula flavoviridis,species,Hartertula flavoviridis,species,Passeriformes,Bernieridae (Malagasy Warblers),
1851196,Hartlaubius auratus,species,Hartlaubius auratus,species,Passeriformes,Sturnidae (Starlings),
570451,Hedydipna collaris,species,Hedydipna collaris,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
1664807,Hedydipna platura,species,Hedydipna platura,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
758443,Heinrichia calligyna,species,Heinrichia calligyna,species,Passeriformes,Muscicapidae (Old World Flycatchers),
634299,Heleia crassirostris,species,Heleia crassirostris,species,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",
589843,Heleia goodfellowi,species,Heleia goodfellowi,species,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",
589844,Heleia squamiceps,species,Heleia squamiceps,species,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",
589852,Heleia squamifrons,species,Heleia squamifrons,species,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",
589845,Heleia superciliaris,species,Heleia superciliaris,species,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",
634314,Heleia superciliaris superciliaris,subspecies,Heleia superciliaris superciliaris,subspecies,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",
589911,Heleia wallacei,species,Heleia wallacei,species,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",
472820,Heliactin bilophus,species,Heliactin bilophus,species,Caprimulgiformes,Trochilidae (Hummingbirds),
304644,Heliactin cornutus,species,Heliactin bilophus,species,Caprimulgiformes,Trochilidae (Hummingbirds),taxonomy
304645,Heliangelus amethysticollis,species,Heliangelus amethysticollis,species,Caprimulgiformes,Trochilidae (Hummingbirds),
472823,Heliangelus exortis,species,Heliangelus exortis,species,Caprimulgiformes,Trochilidae (Hummingbirds),
2744932,Heliangelus mavors,species,Heliangelus mavors,species,Caprimulgiformes,Trochilidae (Hummingbirds),
689216,Heliangelus micraster,species,Heliangelus micraster,species,Caprimulgiformes,Trochilidae (Hummingbirds),
689217,Heliangelus regalis,species,Heliangelus regalis,species,Caprimulgiformes,Trochilidae (Hummingbirds),
1315737,Heliangelus spencei,species,Heliangelus spencei,species,Caprimulgiformes,Trochilidae (Hummingbirds),
689218,Heliangelus strophianus,species,Heliangelus strophianus,species,Caprimulgiformes,Trochilidae (Hummingbirds),
66419,Heliangelus viola,species,Heliangelus viola,species,Caprimulgiformes,Trochilidae (Hummingbirds),
689219,Heliangelus zusii,species,,,,,hybrid
500710,Helicolestes hamatus,species,Helicolestes hamatus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
329516,Heliobletus contaminatus,species,Heliobletus contaminatus,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),
472824,Heliodoxa aurescens,species,Heliodoxa aurescens,species,Caprimulgiformes,Trochilidae (Hummingbirds),
304647,Heliodoxa branickii,species,Heliodoxa branickii,species,Caprimulgiformes,Trochilidae (Hummingbirds),
689220,Heliodoxa gularis,species,Heliodoxa gularis,species,Caprimulgiformes,Trochilidae (Hummingbirds),
472826,Heliodoxa imperatrix,species,Heliodoxa imperatrix,species,Caprimulgiformes,Trochilidae (Hummingbirds),
304648,Heliodoxa jacula,species,Heliodoxa jacula,species,Caprimulgiformes,Trochilidae (Hummingbirds),
304649,Heliodoxa leadbeateri,species,Heliodoxa leadbeateri,species,Caprimulgiformes,Trochilidae (Hummingbirds),
472827,Heliodoxa rubinoides,species,Heliodoxa rubinoides,species,Caprimulgiformes,Trochilidae (Hummingbirds),
472917,Heliodoxa schreibersii,species,Heliodoxa schreibersii,species,Caprimulgiformes,Trochilidae (Hummingbirds),
472828,Heliodoxa xanthogonys,species,Heliodoxa xanthogonys,species,Caprimulgiformes,Trochilidae (Hummingbirds),
240701,Heliomaster constantii,species,Heliomaster constantii,species,Caprimulgiformes,Trochilidae (Hummingbirds),
135172,Heliomaster furcifer,species,Heliomaster furcifer,species,Caprimulgiformes,Trochilidae (Hummingbirds),
304650,Heliomaster longirostris,species,Heliomaster longirostris,species,Caprimulgiformes,Trochilidae (Hummingbirds),
