GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,Clements_Order,Clements_Family,Reconciliation
1507465,Heliomaster squamosus,species,Heliomaster squamosus,species,Caprimulgiformes,Trochilidae (Hummingbirds),
382649,Heliopais personatus,species,Heliopais personatus,species,Gruiformes,Heliornithidae (Finfoots),
54369,Heliornis fulica,species,Heliornis fulica,species,Gruiformes,Heliornithidae (Finfoots),
2871835,Heliothraupis oneilli,species,Heliothraupis oneilli,species,Passeriformes,Thraupidae (Tanagers and Allies),
689221,Heliothryx auritus,species,Heliothryx auritus,species,Caprimulgiformes,Trochilidae (Hummingbirds),
190688,Heliothryx barroti,species,Heliothryx barroti,species,Caprimulgiformes,Trochilidae (Hummingbirds),
86279,Hellmayrea gularis,species,Hellmayrea gularis,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),
182932,Helmitheros vermivorum,species,Helmitheros vermivorum,species,Passeriformes,Parulidae (New World Warblers),
367973,Hemicircus canente,species,Hemicircus canente,species,Piciformes,Picidae (Woodpeckers),
2039008,Hemicircus concretus,species,Hemicircus concretus,species,Piciformes,Picidae (Woodpeckers),
591142,Hemignathus flavus,species,Chlorodrepanis flava,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",taxonomy
570635,Hemignathus kauaiensis,species,Chlorodrepanis stejnegeri,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",taxonomy
64798,Hemignathus munroi,species,Hemignathus wilsoni,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",taxonomy
283637,Hemignathus stejnegeri,species,Chlorodrepanis stejnegeri,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",taxonomy
2518271,Hemignathus wilsoni,species,Hemignathus wilsoni,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",
680265,Hemiphaga chathamensis,species,Hemiphaga chathamensis,species,Columbiformes,Columbidae (Pigeons and Doves),
262124,Hemiphaga novaeseelandiae,species,Hemiphaga novaeseelandiae,species,Columbiformes,Columbidae (Pigeons and Doves),
680266,Hemiphaga novaeseelandiae novaeseelandiae,subspecies,Hemiphaga novaeseelandiae novaeseelandiae,group (monotypic),Columbiformes,Columbidae (Pigeons and Doves),
680276,Hemiphaga novaeseelandiae spadicea,subspecies,Hemiphaga novaeseelandiae spadicea,group (monotypic),Columbiformes,Columbidae (Pigeons and Doves),
2953405,Hemiphaga spadicea,species,Hemiphaga novaeseelandiae spadicea,subspecies,Columbiformes,Columbidae (Pigeons and Doves),taxonomy
243314,Hemiprocne comata,species,Hemiprocne comata,species,Caprimulgiformes,Hemiprocnidae (Treeswifts),
135173,Hemiprocne longipennis,species,Hemiprocne longipennis,species,Caprimulgiformes,Hemiprocnidae (Treeswifts),
46510,Hemiprocne mystacea,species,Hemiprocne mystacea,species,Caprimulgiformes,Hemiprocnidae (Treeswifts),
382667,Hemiprocne mystacea woodfordiana,subspecies,Hemiprocne mystacea woodfordiana,subspecies,Caprimulgiformes,Hemiprocnidae (Treeswifts),
370840,Hemipus hirundinaceus,species,Hemipus hirundinaceus,species,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",
374992,Hemipus picatus,species,Hemipus picatus,species,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",
62203,Hemispingus atropileus,species,Kleinothraupis atropileus,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
166071,Hemispingus auricularis,species,Kleinothraupis atropileus auricularis,group (monotypic),Passeriformes,Thraupidae (Tanagers and Allies),lump
166078,Hemispingus calophrys,species,Kleinothraupis calophrys,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
85537,Hemispingus frontalis,species,Sphenopsis frontalis,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
85538,Hemispingus frontalis flavidorsalis,subspecies,Sphenopsis frontalis flavidorsalis,subspecies,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
1226191,Hemispingus goeringi,species,Poospiza goeringi,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
85539,Hemispingus melanotis,species,Sphenopsis melanotis,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
224010,Hemispingus parodii,species,Kleinothraupis parodii,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
166072,Hemispingus piurae,species,Sphenopsis melanotis piurae,subspecies,Passeriformes,Thraupidae (Tanagers and Allies),lump
1226192,Hemispingus reyi,species,Kleinothraupis reyi,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
166074,Hemispingus rufosuperciliaris,species,Poospiza rufosuperciliaris,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
85540,Hemispingus verticalis,species,Pseudospingus verticalis,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
166073,Hemispingus xanthophthalmus,species,Pseudospingus xanthophthalmus,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
886686,Hemitesia neumanni,species,Urosphena neumanni,species,Passeriformes,Scotocercidae (Bush Warblers and Allies),taxonomy
62205,Hemithraupis flavicollis,species,Hemithraupis flavicollis,species,Passeriformes,Thraupidae (Tanagers and Allies),
1109044,Hemithraupis guira,species,Hemithraupis guira,species,Passeriformes,Thraupidae (Tanagers and Allies),
1226193,Hemithraupis ruficapilla,species,Hemithraupis ruficapilla,species,Passeriformes,Thraupidae (Tanagers and Allies),
2767837,Hemitriccus cinnamomeipectus,species,Hemitriccus cinnamomeipectus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
1338375,Hemitriccus cohnhafti,species,Hemitriccus cohnhafti,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
478602,Hemitriccus diops,species,Hemitriccus diops,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
858330,Hemitriccus flammulatus,species,Hemitriccus flammulatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
2765387,Hemitriccus furcatus,species,Hemitriccus furcatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
1550048,Hemitriccus granadensis,species,Hemitriccus granadensis,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
858331,Hemitriccus griseipectus,species,Hemitriccus griseipectus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
2767838,Hemitriccus inornatus,species,Hemitriccus inornatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
649788,Hemitriccus iohannis,species,Hemitriccus iohannis,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
649789,Hemitriccus josephinae,species,Hemitriccus josephinae,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
2765388,Hemitriccus kaempferi,species,Hemitriccus kaempferi,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
265625,Hemitriccus margaritaceiventer,species,Hemitriccus margaritaceiventer,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
456370,Hemitriccus minimus,species,Hemitriccus minimus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
360203,Hemitriccus minor,species,Hemitriccus minor,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
2765389,Hemitriccus mirandae,species,Hemitriccus mirandae,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
478603,Hemitriccus nidipendulus,species,Hemitriccus nidipendulus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
1577977,Hemitriccus obsoletus,species,Hemitriccus obsoletus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
1109045,Hemitriccus orbitatus,species,Hemitriccus orbitatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
2724888,Hemitriccus rufigularis,species,Hemitriccus rufigularis,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
2767839,Hemitriccus spodiops,species,Hemitriccus spodiops,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
478604,Hemitriccus striaticollis,species,Hemitriccus striaticollis,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
360204,Hemitriccus zosterops,species,Hemitriccus zosterops,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
690595,Hemixos castanonotus,species,Hemixos castanonotus,species,Passeriformes,Pycnonotidae (Bulbuls),
690596,Hemixos cinereus,species,Hemixos cinereus,species,Passeriformes,Pycnonotidae (Bulbuls),
374657,Hemixos flavala,species,Hemixos flavala,species,Passeriformes,Pycnonotidae (Bulbuls),
1458042,Henicopernis infuscatus,species,Henicopernis infuscatus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
258817,Henicopernis longicauda,species,Henicopernis longicauda,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
444142,Henicophaps albifrons,species,Henicophaps albifrons,species,Columbiformes,Columbidae (Pigeons and Doves),
2953406,Henicophaps foersteri,species,Henicophaps foersteri,species,Columbiformes,Columbidae (Pigeons and Doves),
244699,Henicorhina leucophrys,species,Henicorhina leucophrys,species,Passeriformes,Troglodytidae (Wrens),
376339,Henicorhina leucophrys leucophrys,subspecies,Henicorhina leucophrys leucophrys,subspecies,Passeriformes,Troglodytidae (Wrens),
244702,Henicorhina leucoptera,species,Henicorhina leucoptera,species,Passeriformes,Troglodytidae (Wrens),
109454,Henicorhina leucosticta,species,Henicorhina leucosticta,species,Passeriformes,Troglodytidae (Wrens),
376340,Henicorhina leucosticta costaricensis,subspecies,Henicorhina leucosticta costaricensis,subspecies,Passeriformes,Troglodytidae (Wrens),
2587482,Henicorhina negreti,species,Henicorhina negreti,species,Passeriformes,Troglodytidae (Wrens),
56343,Herpetotheres cachinnans,species,Herpetotheres cachinnans,species,Falconiformes,Falconidae (Falcons and Caracaras),
288043,Herpsilochmus atricapillus,species,Herpsilochmus atricapillus,species,Passeriformes,Thamnophilidae (Typical Antbirds),
589966,Herpsilochmus axillaris,species,Herpsilochmus axillaris,species,Passeriformes,Thamnophilidae (Typical Antbirds),
867204,Herpsilochmus dorsimaculatus,species,Herpsilochmus dorsimaculatus,species,Passeriformes,Thamnophilidae (Typical Antbirds),
2767840,Herpsilochmus dugandi,species,Herpsilochmus dugandi,species,Passeriformes,Thamnophilidae (Typical Antbirds),
2767841,Herpsilochmus gentryi,species,Herpsilochmus gentryi,species,Passeriformes,Thamnophilidae (Typical Antbirds),
867205,Herpsilochmus longirostris,species,Herpsilochmus longirostris,species,Passeriformes,Thamnophilidae (Typical Antbirds),
867208,Herpsilochmus motacilloides,species,Herpsilochmus motacilloides,species,Passeriformes,Thamnophilidae (Typical Antbirds),
867209,Herpsilochmus parkeri,species,Herpsilochmus parkeri,species,Passeriformes,Thamnophilidae (Typical Antbirds),
2591755,Herpsilochmus pectoralis,species,Herpsilochmus pectoralis,species,Passeriformes,Thamnophilidae (Typical Antbirds),
1398142,Herpsilochmus pileatus,species,Herpsilochmus pileatus,species,Passeriformes,Thamnophilidae (Typical Antbirds),
1398143,Herpsilochmus praedictus,species,Herpsilochmus praedictus,species,Passeriformes,Thamnophilidae (Typical Antbirds),
1118565,Herpsilochmus roraimae,species,Herpsilochmus roraimae,species,Passeriformes,Thamnophilidae (Typical Antbirds),
88173,Herpsilochmus rufimarginatus,species,Herpsilochmus rufimarginatus,species,Passeriformes,Thamnophilidae (Typical Antbirds),
1109046,Herpsilochmus sellowi,species,Radinopsyche sellowi,species,Passeriformes,Thamnophilidae (Typical Antbirds),taxonomy
2767854,Herpsilochmus sp. LSUMZ-179661,species,,,,,new/undescribed
867211,Herpsilochmus stictocephalus,species,Herpsilochmus stictocephalus,species,Passeriformes,Thamnophilidae (Typical Antbirds),
1118566,Herpsilochmus sticturus,species,Herpsilochmus sticturus,species,Passeriformes,Thamnophilidae (Typical Antbirds),
1398141,Herpsilochmus stotzi,species,Herpsilochmus stotzi,species,Passeriformes,Thamnophilidae (Typical Antbirds),
670343,Hesperiphona vespertina,species,Coccothraustes vespertinus,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",taxonomy
192211,Heteralocha acutirostris,species,Heteralocha acutirostris,species,Passeriformes,Callaeidae (Wattlebirds),
2767944,Heterocercus aurantiivertex,species,Heterocercus aurantiivertex,species,Passeriformes,Pipridae (Manakins),
649790,Heterocercus flavivertex,species,Heterocercus flavivertex,species,Passeriformes,Pipridae (Manakins),
415022,Heterocercus linteatus,species,Heterocercus linteatus,species,Passeriformes,Pipridae (Manakins),
1365150,Heteromirafra archeri,species,Heteromirafra archeri,species,Passeriformes,Alaudidae (Larks),
1365151,Heteromirafra ruddi,species,Heteromirafra ruddi,species,Passeriformes,Alaudidae (Larks),
1365616,Heteromirafra sidamoensis,species,Heteromirafra archeri,species,Passeriformes,Alaudidae (Larks),taxonomy
247810,Heteromunia pectoralis,species,Heteromunia pectoralis,species,Passeriformes,Estrildidae (Waxbills and Allies),
38565,Heteromyias albispecularis,species,Heteromyias albispecularis,species,Passeriformes,Petroicidae (Australasian Robins),
1080367,Heteromyias albispecularis armiti,subspecies,Heteromyias albispecularis armiti,subspecies,Passeriformes,Petroicidae (Australasian Robins),
1080368,Heteromyias albispecularis centralis,subspecies,Heteromyias albispecularis centralis,subspecies,Passeriformes,Petroicidae (Australasian Robins),
555264,Heteronetta atricapilla,species,Heteronetta atricapilla,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",
520206,Heterophasia auricularis,species,Heterophasia auricularis,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
201326,Heterophasia capistrata,species,Heterophasia capistrata,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183786,Heterophasia capistrata bayleyi,subspecies,Heterophasia capistrata bayleyi,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
520207,Heterophasia capistrata nigriceps,subspecies,Heterophasia capistrata nigriceps,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183787,Heterophasia desgodinsi,species,Heterophasia desgodinsi,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2978692,Heterophasia desgodinsi kingi,subspecies,Heterophasia desgodinsi kingi,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183789,Heterophasia desgodinsi robinsoni,subspecies,Heterophasia desgodinsi robinsoni,group (monotypic),Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183788,Heterophasia desgodinsi tonkinensis,subspecies,Heterophasia desgodinsi tonkinensis,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
1149631,Heterophasia gracilis,species,Heterophasia gracilis,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
201327,Heterophasia melanoleuca,species,Heterophasia melanoleuca,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
520208,Heterophasia melanoleuca desgodinsi,subspecies,Heterophasia desgodinsi,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),split
1149634,Heterophasia picaoides,species,Heterophasia picaoides,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183791,Heterophasia picaoides cana,subspecies,Heterophasia picaoides cana,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183792,Heterophasia picaoides simillima,subspecies,Heterophasia picaoides simillima,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183793,Heterophasia picaoides wrayi,subspecies,Heterophasia picaoides wrayi,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
1149632,Heterophasia pulchella,species,Heterophasia pulchella,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
420961,Heterospingus rubrifrons,species,Heterospingus rubrifrons,species,Passeriformes,Thraupidae (Tanagers and Allies),
62209,Heterospingus xanthopygius,species,Heterospingus xanthopygius,species,Passeriformes,Thraupidae (Tanagers and Allies),
1463982,Heteroxenicus stellatus,species,Heteroxenicus stellatus,species,Passeriformes,Muscicapidae (Old World Flycatchers),
1118857,Heteroxolmis dominicana,species,Heteroxolmis dominicana,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
252783,Hieraaetus ayresii,species,Hieraaetus ayresii,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2884824,Hieraaetus dubius,species,Hieraaetus ayresii,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
252785,Hieraaetus morphnoides,species,Hieraaetus morphnoides,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
307632,Hieraaetus morphnoides morphnoides,subspecies,Hieraaetus morphnoides,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
70275,Hieraaetus pennatus,species,Hieraaetus pennatus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
148356,Hieraaetus pennatus minisculus,subspecies,Hieraaetus pennatus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
148355,Hieraaetus pennatus pennatus,subspecies,Hieraaetus pennatus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
