GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2023_Names,eBird_Group,reason,person,notes
150919,Passer simplex,species,Passer simplex,species,,,
161624,Passerculus sandwichensis,species,Passerculus sandwichensis,species,,,
2916761,Passerculus sandwichensis alaudinus,subspecies,Passerculus sandwichensis alaudinus,subspecies,,,
44389,Passerella iliaca,species,Passerella iliaca,species,,,
142471,Passerina amoena,species,Passerina amoena,species,,,
164629,Passerina caerulea,species,Passerina caerulea,species,,,
164630,Passerina ciris,species,Passerina ciris,species,,,
84843,Passerina cyanea,species,Passerina cyanea,species,,,
164631,Passerina leclancherii,species,Passerina leclancherii,species,,,
164632,Passerina rositae,species,Passerina rositae,species,,,
164633,Passerina versicolor,species,Passerina versicolor,species,,,
451427,Pastor roseus,species,Pastor roseus,species,,,
372330,Patagioenas araucana,species,Patagioenas araucana,species,,,
372331,Patagioenas caribaea,species,Patagioenas caribaea,species,,,
372332,Patagioenas cayennensis,species,Patagioenas cayennensis,species,,,
372317,Patagioenas corensis,species,Patagioenas corensis,species,,,
372321,Patagioenas fasciata,species,Patagioenas fasciata,species,,,
372339,Patagioenas flavirostris,species,Patagioenas flavirostris,species,,,
372363,Patagioenas goodsoni,species,Patagioenas goodsoni,species,,,
372345,Patagioenas inornata,species,Patagioenas inornata,species,,,
372347,Patagioenas inornata inornata,subspecies,Patagioenas inornata inornata,subspecies,,,
372348,Patagioenas inornata wetmorei,subspecies,Patagioenas inornata wetmorei,subspecies,,,
372311,Patagioenas leucocephala,species,Patagioenas leucocephala,species,,,
372318,Patagioenas maculosa,species,Patagioenas maculosa,species,,,
372362,Patagioenas nigrirostris,species,Patagioenas nigrirostris,species,,,
372344,Patagioenas oenops,species,Patagioenas oenops,species,,,
372314,Patagioenas picazuro,species,Patagioenas picazuro,species,,,
372349,Patagioenas plumbea,species,Patagioenas plumbea,species,,,
372313,Patagioenas speciosa,species,Patagioenas speciosa,species,,,
372312,Patagioenas squamosa,species,Patagioenas squamosa,species,,,
372355,Patagioenas subvinacea,species,Patagioenas subvinacea,species,,,
304667,Patagona gigas,species,Patagona gigas,species,,,
125070,Pauxi pauxi,species,Pauxi pauxi,species,,,
301606,Pauxi pauxi gilliardi,subspecies,Pauxi pauxi gilliardi,subspecies,,,
210763,Pauxi unicornis,species,Pauxi unicornis,species,,,
9049,Pavo cristatus,species,Pavo cristatus,species,,,
9050,Pavo muticus,species,Pavo muticus,species,,,
327497,Pavo muticus imperator,subspecies,Pavo muticus imperator,subspecies,,,
227192,Pedionomus torquatus,species,Pedionomus torquatus,species,,,
37075,Pelagodroma marina,species,Pelagodroma marina,species,,,
1112100,Pelagodroma marina albiclunis,subspecies,Pelagodroma marina albiclunis,subspecies,,,
1112101,Pelagodroma marina dulciae,subspecies,Pelagodroma marina dulciae,subspecies,,,
1112102,Pelagodroma marina maoriana,subspecies,Pelagodroma marina maoriana,subspecies,,,
2231520,Pelargopsis amauroptera,species,Pelargopsis amauroptera,species,,,
342365,Pelargopsis capensis,species,Pelargopsis capensis,species,,,
2231521,Pelargopsis melanorhyncha,species,Pelargopsis melanorhyncha,species,,,
79637,Pelecanoides garnotii,species,Pelecanoides garnotii,species,,,
37078,Pelecanoides georgicus,species,Pelecanoides georgicus,species,,,
79638,Pelecanoides magellani,species,Pelecanoides magellani,species,,,
37079,Pelecanoides urinatrix,species,Pelecanoides urinatrix,species,,,
317791,Pelecanus conspicillatus,species,Pelecanus conspicillatus,species,,,
36300,Pelecanus crispus,species,Pelecanus crispus,species,,,
33618,Pelecanus erythrorhynchos,species,Pelecanus erythrorhynchos,species,,,
37043,Pelecanus occidentalis,species,Pelecanus occidentalis,species,,,
36301,Pelecanus onocrotalus,species,Pelecanus onocrotalus,species,,,
459765,Pelecanus philippensis,species,Pelecanus philippensis,species,,,
1243782,Pelecanus rufescens,species,Pelecanus rufescens,species,,,
1108811,Pelecanus thagus,species,Pelecanus thagus,species,,,
1149649,Pellorneum albiventre,species,Pellorneum albiventre,species,,,
2744964,Pellorneum buettikoferi,species,Pellorneum buettikoferi,species,,,
589853,Pellorneum capistratum,species,Pellorneum capistratum,species,,,
1792496,Pellorneum malaccense,species,Pellorneum malaccense,species,,,
2292716,Pellorneum palustre,species,Pellorneum palustre,species,,,
1149650,Pellorneum pyrrogenys,species,Pellorneum pyrrogenys,species,,,
98146,Pellorneum ruficeps,species,Pellorneum ruficeps,species,,,
201360,Pellorneum tickelli,species,Pellorneum tickelli,species,,,
331006,Pellorneum tickelli fulvum,subspecies,Pellorneum tickelli fulvum,subspecies,,,
50393,Peltohyas australis,species,Peltohyas australis,species,,,
626435,Peltops blainvillii,species,Peltops blainvillii,species,,,
1269711,Peltops montanus,species,Peltops montanus,species,,,
1109084,Penelope albipennis,species,Penelope albipennis,species,,,
301610,Penelope argyrotis,species,Penelope argyrotis,species,,,
1109085,Penelope barbata,species,Penelope barbata,species,,,
1872712,Penelope dabbenei,species,Penelope dabbenei,species,,,
1881866,Penelope jacquacu,species,Penelope jacquacu,species,,,
8986,Penelope jacucaca,species,Penelope jacucaca,species,,,
1118816,Penelope marail,species,Penelope marail,species,,,
301609,Penelope montagnii,species,Penelope montagnii,species,,,
125071,Penelope obscura,species,Penelope obscura,species,,,
211674,Penelope ochrogaster,species,Penelope ochrogaster,species,,,
1118817,Penelope pileata,species,Penelope pileata,species,,,
211675,Penelope purpurascens,species,Penelope purpurascens,species,,,
8987,Penelope superciliaris,species,Penelope superciliaris,species,,,
1244802,Penelopides affinis,species,Penelopides affinis,species,,,
1303248,Penelopides affinis affinis,subspecies,Penelopides affinis affinis,subspecies,,,
1244803,Penelopides manillae,species,Penelopides manillae,species,,,
1303252,Penelopides mindorensis,species,Penelopides mindorensis,species,,,
175834,Penelopides panini,species,Penelopides panini,species,,,
175839,Penelopides panini panini,subspecies,Penelopides panini panini,subspecies,,,
1303253,Penelopides samarensis,species,Penelopides samarensis,species,,,
116996,Penelopina nigra,species,Penelopina nigra,species,,,
2767962,Percnostola arenarum,species,Percnostola arenarum,species,,,
468509,Percnostola rufifrons,species,Percnostola rufifrons,species,,,
249172,Perdicula asiatica,species,Perdicula asiatica,species,,,
1756207,Perdicula erythrorhyncha,species,Perdicula erythrorhyncha,species,,,
2499241,Perdicula manipurensis,species,Perdicula manipurensis,species,,,
114919,Perdix dauurica,species,Perdix dauurica,species,,,
862713,Perdix dauurica dauurica,subspecies,Perdix dauurica dauurica,subspecies,,,
862711,Perdix dauurica suschkini,subspecies,Perdix dauurica suschkini,subspecies,,,
573593,Perdix hodgsoniae,species,Perdix hodgsoniae,species,,,
862714,Perdix hodgsoniae hodgsoniae,subspecies,Perdix hodgsoniae hodgsoniae,subspecies,,,
862716,Perdix hodgsoniae sifanica,subspecies,Perdix hodgsoniae sifanica,subspecies,,,
9052,Perdix perdix,species,Perdix perdix,species,,,
89549,Perdix perdix lucida,subspecies,Perdix perdix lucida,subspecies,,,
89548,Perdix perdix perdix,subspecies,Perdix perdix perdix,subspecies,,,
424837,Pericrocotus brevirostris,species,Pericrocotus brevirostris,species,,,
655241,Pericrocotus brevirostris affinis,subspecies,Pericrocotus brevirostris affinis,subspecies,,,
424829,Pericrocotus cantonensis,species,Pericrocotus cantonensis,species,,,
424832,Pericrocotus cinnamomeus,species,Pericrocotus cinnamomeus,species,,,
655242,Pericrocotus cinnamomeus saturatus,subspecies,Pericrocotus cinnamomeus saturatus,subspecies,,,
424830,Pericrocotus divaricatus,species,Pericrocotus divaricatus,species,,,
424835,Pericrocotus erythropygius,species,Pericrocotus erythropygius,species,,,
254642,Pericrocotus ethologus,species,Pericrocotus ethologus,species,,,
655240,Pericrocotus ethologus annamensis,subspecies,Pericrocotus ethologus annamensis,subspecies,,,
655245,Pericrocotus ethologus ethologus,subspecies,Pericrocotus ethologus ethologus,subspecies,,,
424839,Pericrocotus flammeus,species,Pericrocotus flammeus,species,,,
424833,Pericrocotus igneus,species,Pericrocotus igneus,species,,,
655248,Pericrocotus igneus igneus,subspecies,Pericrocotus igneus igneus,subspecies,,,
424834,Pericrocotus lansbergei,species,Pericrocotus lansbergei,species,,,
424838,Pericrocotus miniatus,species,Pericrocotus miniatus,species,,,
424828,Pericrocotus roseus,species,Pericrocotus roseus,species,,,
424836,Pericrocotus solaris,species,Pericrocotus solaris,species,,,
655249,Pericrocotus solaris cinereigula,subspecies,Pericrocotus solaris cinereigula,subspecies,,,
655250,Pericrocotus solaris montanus,subspecies,Pericrocotus solaris montanus,subspecies,,,
1200966,Pericrocotus speciosus,species,Pericrocotus speciosus,species,,,
424831,Pericrocotus tegimae,species,Pericrocotus tegimae,species,,,
156567,Periparus ater,species,Periparus ater,species,,,
156572,Periparus ater aemodius,subspecies,Periparus ater aemodius,subspecies,,,
352836,Periparus ater ater,subspecies,Periparus ater ater,subspecies,,,
352844,Periparus ater atlas,subspecies,Periparus ater atlas,subspecies,,,
672337,Periparus ater britannicus,subspecies,Periparus ater britannicus,subspecies,,,
352837,Periparus ater eckodedicatus,subspecies,Periparus ater eckodedicatus,subspecies,,,
672341,Periparus ater hibernicus,subspecies,Periparus ater hibernicus,subspecies,,,
352847,Periparus ater insularis,subspecies,Periparus ater insularis,subspecies,,,
672342,Periparus ater kuatunensis,subspecies,Periparus ater kuatunensis,subspecies,,,
672343,Periparus ater ledouci,subspecies,Periparus ater ledouci,subspecies,,,
352846,Periparus ater martensi,subspecies,Periparus ater martensi,subspecies,,,
672344,Periparus ater michalowskii,subspecies,Periparus ater michalowskii,subspecies,,,
672345,Periparus ater moltchanovi,subspecies,Periparus ater moltchanovi,subspecies,,,
672347,Periparus ater pekinensis,subspecies,Periparus ater pekinensis,subspecies,,,
672348,Periparus ater phaeonotus,subspecies,Periparus ater phaeonotus,subspecies,,,
672350,Periparus ater ptilosus,subspecies,Periparus ater ptilosus,subspecies,,,
352839,Periparus ater rufipectus,subspecies,Periparus ater rufipectus,subspecies,,,
672349,Periparus ater sardus,subspecies,Periparus ater sardus,subspecies,,,
672351,Periparus ater vieirae,subspecies,Periparus ater vieirae,subspecies,,,
1127424,Periparus rubidiventris,species,Periparus rubidiventris,species,,,
352838,Periparus rubidiventris beavani,subspecies,Periparus rubidiventris beavani,subspecies,,,
352840,Periparus rubidiventris rubidiventris,subspecies,Periparus rubidiventris rubidiventris,subspecies,,,
1356363,Periparus rufonuchalis,species,Periparus rufonuchalis,species,,,
2774042,Periporphyrus erythromelas,species,Periporphyrus erythromelas,species,,,
54573,Perisoreus canadensis,species,Perisoreus canadensis,species,,,
2898729,Perisoreus canadensis canadensis,subspecies,Perisoreus canadensis canadensis,subspecies,,,
56787,Perisoreus infaustus,species,Perisoreus infaustus,species,,,
477943,Perisoreus infaustus infaustus,subspecies,Perisoreus infaustus infaustus,subspecies,,,
477944,Perisoreus infaustus maritimus,subspecies,Perisoreus infaustus maritimus,subspecies,,,
477945,Perisoreus infaustus ruthenus,subspecies,Perisoreus infaustus ruthenus,subspecies,,,
477947,Perisoreus infaustus yakutensis,subspecies,Perisoreus infaustus yakutensis,subspecies,,,
257854,Perisoreus internigrans,species,Perisoreus internigrans,species,,,
114336,Perissocephalus tricolor,species,Perissocephalus tricolor,species,,,
43551,Pernis apivorus,species,Pernis apivorus,species,,,
258803,Pernis celebensis,species,Pernis celebensis,species,,,
258802,Pernis ptilorhynchus,species,Pernis ptilorhynchus,species,,,
258808,Pernis ptilorhynchus palawanensis,subspecies,Pernis ptilorhynchus palawanensis,subspecies,,,
258812,Pernis ptilorhynchus philippensis,subspecies,Pernis ptilorhynchus philippensis,subspecies,,,
258809,Pernis ptilorhynchus ptilorhynchus,subspecies,Pernis ptilorhynchus ptilorhynchus,subspecies,,,
258810,Pernis ptilorhynchus ruficollis,subspecies,Pernis ptilorhynchus ruficollis,subspecies,,,
258807,Pernis ptilorhynchus torquatus,subspecies,Pernis ptilorhynchus torquatus,subspecies,,,
258813,Pernis steerei,species,Pernis steerei,species,,,
72867,Petrochelidon ariel,species,Petrochelidon ariel,species,,,
317164,Petrochelidon fluvicola,species,Petrochelidon fluvicola,species,,,
104118,Petrochelidon fulva,species,Petrochelidon fulva,species,,,
317143,Petrochelidon nigricans,species,Petrochelidon nigricans,species,,,
317139,Petrochelidon preussi,species,Petrochelidon preussi,species,,,
72884,Petrochelidon pyrrhonota,species,Petrochelidon pyrrhonota,species,,,
317162,Petrochelidon rufigula,species,Petrochelidon rufigula,species,,,
104119,Petrochelidon rufocollaris,species,Petrochelidon rufocollaris,species,,,
317141,Petrochelidon spilodera,species,Petrochelidon spilodera,species,,,
2482729,Petroica archboldi,species,Petroica archboldi,species,,,
256038,Petroica australis,species,Petroica australis,species,,,
293864,Petroica australis australis,subspecies,Petroica australis australis,subspecies,,,
369491,Petroica australis rakiura,subspecies,Petroica australis rakiura,subspecies,,,
2482730,Petroica bivittata,species,Petroica bivittata,species,,,
2482731,Petroica bivittata bivittata,subspecies,Petroica bivittata bivittata,subspecies,,,
2482732,Petroica bivittata caudata,subspecies,Petroica bivittata caudata,subspecies,,,
665151,Petroica boodang,species,Petroica boodang,species,,,
1080346,Petroica boodang boodang,subspecies,Petroica boodang boodang,subspecies,,,
242120,Petroica goodenovii,species,Petroica goodenovii,species,,,
369490,Petroica longipes,species,Petroica longipes,species,,,
369484,Petroica macrocephala,species,Petroica macrocephala,species,,,
369485,Petroica macrocephala chathamensis,subspecies,Petroica macrocephala chathamensis,subspecies,,,
369487,Petroica macrocephala macrocephala,subspecies,Petroica macrocephala macrocephala,subspecies,,,
369488,Petroica macrocephala marrineri,subspecies,Petroica macrocephala marrineri,subspecies,,,
369486,Petroica macrocephala toitoi,subspecies,Petroica macrocephala toitoi,subspecies,,,
369483,Petroica multicolor,species,Petroica multicolor,species,,,
665152,Petroica phoenicea,species,Petroica phoenicea,species,,,
2478657,Petroica pusilla,species,Petroica pusilla,species,,,
2745595,Petroica pusilla ambrynensis,subspecies,Petroica pusilla ambrynensis,subspecies,,,
2478656,Petroica pusilla becki,subspecies,Petroica pusilla becki,subspecies,,,
2745598,Petroica pusilla cognata,subspecies,Petroica pusilla cognata,subspecies,,,
2478660,Petroica pusilla dennisi,subspecies,Petroica pusilla dennisi,subspecies,,,
2745731,Petroica pusilla feminina,subspecies,Petroica pusilla feminina,subspecies,,,
2745599,Petroica pusilla kleinschmidti,subspecies,Petroica pusilla kleinschmidti,subspecies,,,
2745732,Petroica pusilla kulambangrae,subspecies,Petroica pusilla kulambangrae,subspecies,,,
2745734,Petroica pusilla polymorpha,subspecies,Petroica pusilla polymorpha,subspecies,,,
2478664,Petroica pusilla septentrionalis,subspecies,Petroica pusilla septentrionalis,subspecies,,,
2745733,Petroica pusilla similis,subspecies,Petroica pusilla similis,subspecies,,,
2745596,Petroica pusilla soror,subspecies,Petroica pusilla soror,subspecies,,,
2745597,Petroica pusilla taveunensis,subspecies,Petroica pusilla taveunensis,subspecies,,,
665154,Petroica rodinogaster,species,Petroica rodinogaster,species,,,
1080713,Petroica rodinogaster inexpectata,subspecies,Petroica rodinogaster inexpectata,subspecies,,,
1080711,Petroica rodinogaster rodinogaster,subspecies,Petroica rodinogaster rodinogaster,subspecies,,,
461222,Petroica rosea,species,Petroica rosea,species,,,
228564,Petroica traversi,species,Petroica traversi,species,,,
150913,Petronia petronia,species,Petronia petronia,species,,,
1930200,Petronia petronia petronia,subspecies,Petronia petronia petronia,subspecies,,,
444146,Petrophassa albipennis,species,Petrophassa albipennis,species,,,
471135,Petrophassa rufipennis,species,Petrophassa rufipennis,species,,,
1538625,Peucaea aestivalis,species,Peucaea aestivalis,species,,,
1125617,Peucaea botterii,species,Peucaea botterii,species,,,
2704506,Peucaea carpalis,species,Peucaea carpalis,species,,,
2021860,Peucaea cassinii,species,Peucaea cassinii,species,,,
2704507,Peucaea humeralis,species,Peucaea humeralis,species,,,
2704505,Peucaea mystacalis,species,Peucaea mystacalis,species,,,
2704510,Peucaea ruficauda,species,Peucaea ruficauda,species,,,
2704511,Peucaea sumichrasti,species,Peucaea sumichrasti,species,,,
135441,Peucedramus taeniatus,species,Peucedramus taeniatus,species,,,
380363,Pezopetes capitalis,species,Pezopetes capitalis,species,,,
187133,Pezophaps solitaria,species,Pezophaps solitaria,species,,,
407982,Pezoporus occidentalis,species,Pezoporus occidentalis,species,,,
35540,Pezoporus wallicus,species,Pezoporus wallicus,species,,,
1094454,Phacellodomus dorsalis,species,Phacellodomus dorsalis,species,,,
644985,Phacellodomus erythrophthalmus,species,Phacellodomus erythrophthalmus,species,,,
1094455,Phacellodomus ferrugineigula,species,Phacellodomus ferrugineigula,species,,,
2777569,Phacellodomus inornatus,species,Phacellodomus inornatus,species,,,
2777570,Phacellodomus inornatus inornatus,subspecies,Phacellodomus inornatus inornatus,subspecies,,,
555303,Phacellodomus maculipectus,species,Phacellodomus maculipectus,species,,,
288035,Phacellodomus ruber,species,Phacellodomus ruber,species,,,
555304,Phacellodomus rufifrons,species,Phacellodomus rufifrons,species,,,
2777574,Phacellodomus rufifrons peruvianus,subspecies,Phacellodomus rufifrons peruvianus,subspecies,,,
2777571,Phacellodomus rufifrons rufifrons,subspecies,Phacellodomus rufifrons rufifrons,subspecies,,,
2777572,Phacellodomus rufifrons sincipitalis,subspecies,Phacellodomus rufifrons sincipitalis,subspecies,,,
1094456,Phacellodomus sibilatrix,species,Phacellodomus sibilatrix,species,,,
555305,Phacellodomus striaticeps,species,Phacellodomus striaticeps,species,,,
555307,Phacellodomus striaticollis,species,Phacellodomus striaticollis,species,,,
33595,Phaenicophaeus curvirostris,species,Phaenicophaeus curvirostris,species,,,
3054344,Phaenicophaeus diardi,species,Phaenicophaeus diardi,species,,,
3054345,Phaenicophaeus pyrrhocephalus,species,Phaenicophaeus pyrrhocephalus,species,,,
3054346,Phaenicophaeus sumatranus,species,Phaenicophaeus sumatranus,species,,,
3054347,Phaenicophaeus tristis,species,Phaenicophaeus tristis,species,,,
1464035,Phaenicophaeus viridirostris,species,Phaenicophaeus viridirostris,species,,,
62234,Phaenicophilus palmarum,species,Phaenicophilus palmarum,species,,,
602073,Phaenicophilus poliocephalus,species,Phaenicophilus poliocephalus,species,,,
288078,Phaenostictus mcleannani,species,Phaenostictus mcleannani,species,,,
722582,Phaenostictus mcleannani mcleannani,subspecies,Phaenostictus mcleannani mcleannani,subspecies,,,
689267,Phaeochroa cuvierii,species,Phaeochroa cuvierii,species,,,
501309,Phaeoptila sordida,species,Phaeoptila sordida,species,,,
37045,Phaethon aethereus,species,Phaethon aethereus,species,,,
97097,Phaethon lepturus,species,Phaethon lepturus,species,,,
57073,Phaethon rubricauda,species,Phaethon rubricauda,species,,,
2162648,Phaethornis aethopygus,species,Phaethornis aethopygus,species,,,
472900,Phaethornis anthophilus,species,Phaethornis anthophilus,species,,,
472901,Phaethornis atrimentalis,species,Phaethornis atrimentalis,species,,,
472902,Phaethornis augusti,species,Phaethornis augusti,species,,,
472903,Phaethornis bourcieri,species,Phaethornis bourcieri,species,,,
190666,Phaethornis eurynome,species,Phaethornis eurynome,species,,,
382311,Phaethornis griseogularis,species,Phaethornis griseogularis,species,,,
382669,Phaethornis griseogularis griseogularis,subspecies,Phaethornis griseogularis griseogularis,subspecies,,,
304668,Phaethornis guy,species,Phaethornis guy,species,,,
304669,Phaethornis hispidus,species,Phaethornis hispidus,species,,,
2744947,Phaethornis idaliae,species,Phaethornis idaliae,species,,,
304670,Phaethornis koepckeae,species,Phaethornis koepckeae,species,,,
472904,Phaethornis longirostris,species,Phaethornis longirostris,species,,,
472905,Phaethornis longuemareus,species,Phaethornis longuemareus,species,,,
304671,Phaethornis malaris,species,Phaethornis malaris,species,,,
501318,Phaethornis mexicanus,species,Phaethornis mexicanus,species,,,
1109086,Phaethornis nattereri,species,Phaethornis nattereri,species,,,
472906,Phaethornis philippii,species,Phaethornis philippii,species,,,
135179,Phaethornis pretrei,species,Phaethornis pretrei,species,,,
304672,Phaethornis ruber,species,Phaethornis ruber,species,,,
1507481,Phaethornis rupurumii,species,Phaethornis rupurumii,species,,,
1507482,Phaethornis squalidus,species,Phaethornis squalidus,species,,,
592656,Phaethornis striigularis,species,Phaethornis striigularis,species,,,
2744948,Phaethornis stuarti,species,Phaethornis stuarti,species,,,
689268,Phaethornis subochraceus,species,Phaethornis subochraceus,species,,,
46513,Phaethornis superciliosus,species,Phaethornis superciliosus,species,,,
472907,Phaethornis syrmatophorus,species,Phaethornis syrmatophorus,species,,,
214667,Phaethornis yaruqui,species,Phaethornis yaruqui,species,,,
297813,Phaetusa simplex,species,Phaetusa simplex,species,,,
161653,Phainopepla nitens,species,Phainopepla nitens,species,,,
161491,Phainoptila melanoxantha,species,Phainoptila melanoxantha,species,,,
146614,Phalacrocorax capensis,species,Phalacrocorax capensis,species,,,
146617,Phalacrocorax capillatus,species,Phalacrocorax capillatus,species,,,
9209,Phalacrocorax carbo,species,Phalacrocorax carbo,species,,,
1772037,Phalacrocorax carbo hanedae,subspecies,Phalacrocorax carbo hanedae,subspecies,,,
1522883,Phalacrocorax carbo sinensis,subspecies,Phalacrocorax carbo sinensis,subspecies,,,
146622,Phalacrocorax featherstoni,species,Phalacrocorax featherstoni,species,,,
137255,Phalacrocorax fuscescens,species,Phalacrocorax fuscescens,species,,,
2488669,Phalacrocorax fuscicollis,species,Phalacrocorax fuscicollis,species,,,
732177,Phalacrocorax neglectus,species,Phalacrocorax neglectus,species,,,
170405,Phalacrocorax nigrogularis,species,Phalacrocorax nigrogularis,species,,,
146624,Phalacrocorax punctatus,species,Phalacrocorax punctatus,species,,,
9210,Phalacrocorax sulcirostris,species,Phalacrocorax sulcirostris,species,,,
146621,Phalacrocorax varius,species,Phalacrocorax varius,species,,,
48437,Phalaenoptilus nuttallii,species,Phalaenoptilus nuttallii,species,,,
279952,Phalaropus fulicarius,species,Phalaropus fulicarius,species,,,
240204,Phalaropus lobatus,species,Phalaropus lobatus,species,,,
227175,Phalaropus tricolor,species,Phalaropus tricolor,species,,,
444154,Phapitreron amethystinus,species,Phapitreron amethystinus,species,,,
2953444,Phapitreron brunneiceps,species,Phapitreron brunneiceps,species,,,
1674966,Phapitreron cinereiceps,species,Phapitreron cinereiceps,species,,,
135632,Phapitreron leucotis,species,Phapitreron leucotis,species,,,
1457246,Phapitreron leucotis brevirostris,subspecies,Phapitreron leucotis brevirostris,subspecies,,,
115695,Phaps chalcoptera,species,Phaps chalcoptera,species,,,
471137,Phaps elegans,species,Phaps elegans,species,,,
471138,Phaps histrionica,species,Phaps histrionica,species,,,
57430,Pharomachrus antisianus,species,Pharomachrus antisianus,species,,,
59410,Pharomachrus auriceps,species,Pharomachrus auriceps,species,,,
520023,Pharomachrus fulgidus,species,Pharomachrus fulgidus,species,,,
289186,Pharomachrus mocinno,species,Pharomachrus mocinno,species,,,
59411,Pharomachrus pavoninus,species,Pharomachrus pavoninus,species,,,
9054,Phasianus colchicus,species,Phasianus colchicus,species,,,
1794763,Phasianus colchicus alaschanicus,subspecies,Phasianus colchicus alaschanicus,subspecies,,,
9057,Phasianus colchicus colchicus,subspecies,Phasianus colchicus colchicus,subspecies,,,
1664034,Phasianus colchicus kiangsuensis,subspecies,Phasianus colchicus kiangsuensis,subspecies,,,
1978303,Phasianus colchicus mongolicus,subspecies,Phasianus colchicus mongolicus,subspecies,,,
441169,Phasianus colchicus pallasi,subspecies,Phasianus colchicus pallasi,subspecies,,,
1978302,Phasianus colchicus shawii,subspecies,Phasianus colchicus shawii,subspecies,,,
646325,Phasianus colchicus strauchi,subspecies,Phasianus colchicus strauchi,subspecies,,,
1978301,Phasianus colchicus tarimensis,subspecies,Phasianus colchicus tarimensis,subspecies,,,
9055,Phasianus versicolor,species,Phasianus versicolor,species,,,
317107,Phedina borbonica,species,Phedina borbonica,species,,,
227179,Phegornis mitchellii,species,Phegornis mitchellii,species,,,
2767963,Phelpsia inornata,species,Phelpsia inornata,species,,,
138929,Pheucticus aureoventris,species,Pheucticus aureoventris,species,,,
1622137,Pheucticus chrysogaster,species,Pheucticus chrysogaster,species,,,
135444,Pheucticus ludovicianus,species,Pheucticus ludovicianus,species,,,
371919,Pheucticus melanocephalus,species,Pheucticus melanocephalus,species,,,
1226196,Pheucticus tibialis,species,Pheucticus tibialis,species,,,
1167647,Pheugopedius coraya,species,Pheugopedius coraya,species,,,
376316,Pheugopedius coraya griseipectus,subspecies,Pheugopedius coraya griseipectus,subspecies,,,
1740303,Pheugopedius eisenmanni,species,Pheugopedius eisenmanni,species,,,
2724890,Pheugopedius euophrys,species,Pheugopedius euophrys,species,,,
1740309,Pheugopedius genibarbis,species,Pheugopedius genibarbis,species,,,
376307,Pheugopedius genibarbis bolivianus,subspecies,Pheugopedius genibarbis bolivianus,subspecies,,,
376306,Pheugopedius genibarbis genibarbis,subspecies,Pheugopedius genibarbis genibarbis,subspecies,,,
2025611,Pheugopedius maculipectus,species,Pheugopedius maculipectus,species,,,
1506491,Phibalura flavirostris,species,Phibalura flavirostris,species,,,
1869126,Philemon albitorques,species,Philemon albitorques,species,,,
266326,Philemon argenticeps,species,Philemon argenticeps,species,,,
1869127,Philemon argenticeps argenticeps,subspecies,Philemon argenticeps argenticeps,subspecies,,,
1869128,Philemon brassi,species,Philemon brassi,species,,,
266327,Philemon buceroides,species,Philemon buceroides,species,,,
1869129,Philemon buceroides buceroides,subspecies,Philemon buceroides buceroides,subspecies,,,
1869131,Philemon buceroides gordoni,subspecies,Philemon buceroides gordoni,subspecies,,,
1869130,Philemon buceroides neglectus,subspecies,Philemon buceroides neglectus,subspecies,,,
266328,Philemon citreogularis,species,Philemon citreogularis,species,,,
1869132,Philemon citreogularis citreogularis,subspecies,Philemon citreogularis citreogularis,subspecies,,,
1869133,Philemon citreogularis papuensis,subspecies,Philemon citreogularis papuensis,subspecies,,,
1869134,Philemon citreogularis sordidus,subspecies,Philemon citreogularis sordidus,subspecies,,,
1439499,Philemon cockerelli,species,Philemon cockerelli,species,,,
1869135,Philemon cockerelli cockerelli,subspecies,Philemon cockerelli cockerelli,subspecies,,,
1869136,Philemon cockerelli umboi,subspecies,Philemon cockerelli umboi,subspecies,,,
108844,Philemon corniculatus,species,Philemon corniculatus,species,,,
1869147,Philemon corniculatus corniculatus,subspecies,Philemon corniculatus corniculatus,subspecies,,,
1869148,Philemon corniculatus monachus,subspecies,Philemon corniculatus monachus,subspecies,,,
1869149,Philemon diemenensis,species,Philemon diemenensis,species,,,
1118818,Philemon eichhorni,species,Philemon eichhorni,species,,,
1869150,Philemon fuscicapillus,species,Philemon fuscicapillus,species,,,
1869152,Philemon inornatus,species,Philemon inornatus,species,,,
1869153,Philemon kisserensis,species,Philemon kisserensis,species,,,
266329,Philemon meyeri,species,Philemon meyeri,species,,,
1869154,Philemon moluccensis,species,Philemon moluccensis,species,,,
1869155,Philemon plumigenis,species,Philemon plumigenis,species,,,
1869156,Philemon subcorniculatus,species,Philemon subcorniculatus,species,,,
316104,Philentoma pyrhoptera,species,Philentoma pyrhoptera,species,,,
2478800,Philentoma pyrhoptera pyrhoptera,subspecies,Philentoma pyrhoptera pyrhoptera,subspecies,,,
316105,Philentoma velata,species,Philentoma velata,species,,,
137532,Philepitta castanea,species,Philepitta castanea,species,,,
586368,Philepitta schlegeli,species,Philepitta schlegeli,species,,,
192213,Philesturnus carunculatus,species,Philesturnus carunculatus,species,,,
1032621,Philesturnus rufusater,species,Philesturnus rufusater,species,,,
247666,Philetairus socius,species,Philetairus socius,species,,,
478649,Philohydor lictor,species,Philohydor lictor,species,,,
1355945,Philortyx fasciatus,species,Philortyx fasciatus,species,,,
183165,Philydor atricapillus,species,Philydor atricapillus,species,,,
873176,Philydor erythrocercum,species,Philydor erythrocercum,species,,,
1094458,Philydor fuscipenne,species,Philydor fuscipenne,species,,,
