GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2023_Names,eBird_Group,reason,person,notes
945972,Pteroglossus azara azara,subspecies,Pteroglossus azara azara,group (monotypic),,,
946003,Pteroglossus bitorquatus sturmii,subspecies,Pteroglossus bitorquatus sturmii,group (monotypic),,,
946007,Pteroglossus inscriptus inscriptus,subspecies,Pteroglossus inscriptus inscriptus,group (monotypic),,,
946016,Pteroglossus inscriptus humboldti,subspecies,Pteroglossus inscriptus humboldti,group (monotypic),,,
947031,Aphelocoma sumichrasti remota,subspecies,Aphelocoma woodhouseii remota,subspecies,taxonomy,,
947499,Phylloscopus occisinensis,species,Phylloscopus affinis occisinensis,subspecies,lump,,
947500,Cettia robustipes,species,Horornis acanthizoides concolor,subspecies,lump,,
947504,Oligura castaneocoronata,species,Cettia castaneocoronata,species,taxonomy,,
977916,Zentrygon frenata erythropareia,subspecies,Zentrygon frenata bourcieri,subspecies,invalid subspecies,,
977922,Leptotila cassini cassini,subspecies,Leptotila cassinii cassinii,group (monotypic),spelling,,
977923,Leptotila cassini cerviniventris,subspecies,Leptotila cassinii cerviniventris,group (monotypic),spelling,,
977926,Leptotila verreauxi decolor,subspecies,Leptotila verreauxi decolor,group (monotypic),,,
978109,Aceros waldeni,species,Rhabdotorrhinus waldeni,species,taxonomy,,
979566,Bradypterus caudatus,species,Locustella caudata,species,taxonomy,,
979567,Bradypterus caudatus unicolor,subspecies,Locustella caudata unicolor,subspecies,taxonomy,,
979571,Bradypterus davidi davidi,subspecies,Locustella davidi davidi,subspecies,taxonomy,,
979572,Bradypterus luteoventris,species,Locustella luteoventris,species,taxonomy,,
979573,Bradypterus major,species,Locustella major,species,taxonomy,,
980223,Locustella fasciolata fasciolata,subspecies,Helopsaltes fasciolatus,species,split,,
980224,Locustella pryeri pryeri,subspecies,Helopsaltes pryeri pryeri,subspecies,taxonomy,,
980228,Phylloscopus sindianus sindianus,subspecies,Phylloscopus sindianus sindianus,group (monotypic),,,
980882,Anser sp. GIGHV2011,species,,,unidentified,,
986112,Cacatua pastinator butleri,subspecies,Cacatua pastinator derbyi,subspecies,taxonomy,,
989648,Zosterops ficedulinus ficedulinus,subspecies,Zosterops ficedulinus,species,split,,
989653,Speirops leucophoeus,species,Zosterops leucophaeus,species,taxonomy,,
992916,Acrocephalus luscinius astrolabii,subspecies,Acrocephalus luscinius,species,split,,
992946,Buarremon atricapillus,species,Arremon atricapillus,species,taxonomy,,
992948,Buarremon basilicus,species,Arremon basilicus,species,taxonomy,,
992949,Arremon torquatus borelli,subspecies,Arremon torquatus borellii,subspecies,taxonomy,,
992999,Arremon torquatus phaeopleurus,subspecies,Arremon phaeopleurus,species,split,,
993000,Arremon torquatus phygas,subspecies,Arremon phygas,species,split,,
993003,Buarremon atricapillus tacarcunae,subspecies,Arremon atricapillus tacarcunae,subspecies,taxonomy,,
993004,Arremon apertus,species,Arremon brunneinucha apertus,group (monotypic),lump,,
993374,Accipiter tachiro pembaensis,subspecies,Accipiter tachiro pembaensis,group (monotypic),,,
993375,Accipiter tachiro sparsimfasciatus,subspecies,Accipiter tachiro sparsimfasciatus,group (monotypic),,,
993376,Accipiter toussenelii toussenelii,subspecies,Accipiter tachiro toussenelii,subspecies,taxonomy,,
993377,Accipiter toussenelii macroscelides,subspecies,Accipiter tachiro macroscelides,group (monotypic),taxonomy,,
993378,Accipiter toussenelii canescens,subspecies,Accipiter tachiro canescens,subspecies,taxonomy,,
993379,Accipiter toussenelii lopezi,subspecies,Accipiter tachiro lopezi,group (monotypic),taxonomy,,
993691,Branta sp. BW-2011,species,,,unidentified,,
994773,Basilornis mirandus,species,Goodfellowia miranda,species,taxonomy,,
998104,Lichenostomus keartlandi,species,Ptilotula keartlandi,species,taxonomy,,
998105,Lichenostomus obscurus,species,Caligavis obscura,species,taxonomy,,
998106,Lichenostomus plumulus,species,Ptilotula plumula,species,taxonomy,,
1001228,Dromaius ater,species,,,extinct,,
1002728,Anthus latistriatus,species,Anthus cinnamomeus latistriatus,group (monotypic),lump,,
1002782,Peliperdix coqui ruahdae,subspecies,Campocolinus coqui coqui,group (monotypic),taxonomy,,
1002792,Kupeornis chapini,species,Turdoides chapini,species,taxonomy,,
1002793,Kupeornis rufocinctus,species,Turdoides rufocinctus,species,taxonomy,,
1002806,Muscicapa lendu,species,Fraseria lendu,species,taxonomy,,
1002808,Phodilus prigoginei,species,Tyto prigoginei,species,taxonomy,,
1002811,Ploceus nigerrimus castaneofuscus,subspecies,Ploceus castaneofuscus,species,split,,
1002869,Ploceus superciliosus,species,Pachyphantes superciliosus,species,taxonomy,,
1002871,Ploceus katangae upembae,subspecies,Ploceus katangae upembae,group (monotypic),,,
1002901,Ardeola sp. GGS-2011,species,,,unidentified,,
1002902,Francolinus sp. GGS-2011,species,,,unidentified,,
1002903,Indicator sp. GGS-2011,species,Iole charlottae,species,unidentified,,
1002904,Dendropicos sp. GGS-2011,species,,,unidentified,,
1002905,Ploceus sp. GGS-2011,species,,,unidentified,,
1002906,Quelea sp. GGS-2011,species,,,unidentified,,
1002907,Anthus cinnamomeus katangae,subspecies,Anthus cinnamomeus lichenya,subspecies,taxonomy,,
1006677,Pomatorhinus ferruginosus albogularis,subspecies,Pomatorhinus phayrei albogularis,subspecies,taxonomy,,
1006679,Pomatorhinus ferruginosus formosus,subspecies,Pomatorhinus musicus,species,split,,
1006681,Pomatorhinus ferruginosus stanfordi,subspecies,Pomatorhinus phayrei stanfordi,subspecies,taxonomy,,
1006682,Pomatorhinus ferruginosus dickinsoni,subspecies,Pomatorhinus phayrei dickinsoni,subspecies,taxonomy,,
1006685,Pomatorhinus hypoleucos brevirostris,subspecies,Erythrogenys hypoleucos brevirostris,subspecies,taxonomy,,
1006687,Pomatorhinus hypoleucos hainanus,subspecies,Erythrogenys hypoleucos hainana,subspecies,taxonomy,,
1006724,Pomatorhinus ruficollis styani,subspecies,Pomatorhinus ruficollis stridulus,subspecies,taxonomy,,
1006733,Pomatorhinus ruficollis saturatus,subspecies,Pomatorhinus ruficollis reconditus,subspecies,taxonomy,,
1032458,Megalaima franklinii franklinii,subspecies,Psilopogon franklinii franklinii,group (monotypic),taxonomy,,
1032459,Megalaima haemacephala cebuensis,subspecies,Psilopogon haemacephalus cebuensis,subspecies,taxonomy,,
1032460,Megalaima haemacephala celestinoi,subspecies,Psilopogon haemacephalus celestinoi,subspecies,taxonomy,,
1032461,Megalaima haemacephala delica,subspecies,Psilopogon haemacephalus delicus,subspecies,taxonomy,,
1032462,Megalaima haemacephala haemacephala,subspecies,Psilopogon haemacephalus haemacephalus,subspecies,taxonomy,,
1032463,Megalaima haemacephala indica,subspecies,Psilopogon haemacephalus indicus,subspecies,taxonomy,,
1032464,Megalaima haemacephala intermedia,subspecies,Psilopogon haemacephalus intermedius,subspecies,taxonomy,,
1032465,Megalaima haemacephala mindanensis,subspecies,Psilopogon haemacephalus mindanensis,subspecies,taxonomy,,
1032466,Megalaima haemacephala rosea,subspecies,Psilopogon haemacephalus roseus,subspecies,taxonomy,,
1032467,Megalaima malabarica,species,Psilopogon malabaricus,species,taxonomy,,
1032468,Megalaima rubricapillus,species,Psilopogon rubricapillus,species,taxonomy,,
1032469,Megalaima viridis,species,Psilopogon viridis,species,taxonomy,,
1034730,Malurus lamberti assimilis,subspecies,Malurus assimilis assimilis,subspecies,taxonomy,,
1034746,Malurus lamberti lamberti,subspecies,Malurus lamberti,species,split,,
1037255,Phyllastrephus debilis albigula,subspecies,Phyllastrephus albigula,species,split,,
1037455,Setophaga auduboni,species,Setophaga coronata auduboni,group (monotypic),lump,,
1037456,Setophaga coronata coronata,subspecies,Setophaga coronata coronata,group (monotypic),,,
1037457,Setophaga goldmani,species,Setophaga coronata goldmani,group (monotypic),lump,,
1037458,Setophaga coronata nigrifrons,subspecies,Setophaga coronata nigrifrons,group (monotypic),,,
1047206,Myrmecocichla collaris,species,Myrmecocichla arnotti collaris,subspecies,split,,
1048755,Garrulax nuchalis,species,Pterorhinus nuchalis,species,taxonomy,,
1053998,Strix varia sartorii,subspecies,Strix sartorii,species,split,,
1054831,Otus megalotis megalotis,subspecies,Otus megalotis,species,split,,
1068087,Passeriformes sp. BOLD:AAB3817,species,,,unidentified,,
1068088,Passeriformes sp. BOLD:AAF6271,species,,,unidentified,,
1068484,Tinamiformes sp. BOLD:AAE1945,species,,,unidentified,,
1069447,Cyanistes palmensis,species,Cyanistes teneriffae palmensis,subspecies,lump,,
1069449,Cyanistes degener,species,Cyanistes teneriffae degener,subspecies,lump,,
1069450,Cyanistes ombriosus,species,Cyanistes teneriffae ombriosus,subspecies,lump,,
1069489,Poecile songarus,species,Poecile montanus songarus,subspecies,lump,,
1071650,Suthora nipalensis beaulieui,subspecies,Suthora nipalensis beaulieu,subspecies,spelling,,
1071651,Paradoxornis verreauxi morrisonianus,subspecies,Suthora verreauxi morrisoniana,subspecies,taxonomy,,
1071652,Paradoxornis fulvifrons,species,Suthora fulvifrons,species,taxonomy,,
1071654,Paradoxornis fulvifrons albifacies,subspecies,Suthora fulvifrons albifacies,subspecies,taxonomy,,
1071656,Paradoxornis fulvifrons cyanophrys,subspecies,Suthora fulvifrons cyanophrys,subspecies,taxonomy,,
1071657,Paradoxornis ruficeps,species,Psittiparus ruficeps,species,taxonomy,,
1071664,Paradoxornis paradoxus,species,Cholornis paradoxus,species,taxonomy,,
1071678,Paradoxornis polivanovi,species,Calamornis heudei polivanovi,subspecies,lump,,
1071680,Paradoxornis heudei heudei,subspecies,Calamornis heudei heudei,subspecies,taxonomy,,
1071974,Cinnyris abbotti,species,Cinnyris sovimanga abbotti,subspecies,lump,,
1073813,Phrygilus erythronotus,species,Idiopsar erythronotus,species,taxonomy,,
1077794,Picus viridis innominatus,subspecies,Picus viridis innominatus,group (monotypic),,,
1080358,Drymodes superciliaris brevirostris,subspecies,Drymodes beccarii brevirostris,subspecies,taxonomy,,
1080359,Drymodes superciliaris superciliaris,subspecies,Drymodes superciliaris,species,split,,
1080470,Monachella muelleriana muelleriana,subspecies,Monachella muelleriana muelleriana,group (monotypic),,,
1080707,Petroica boodang campbelli,subspecies,Petroica boodang campbelli,group (monotypic),,,
1080708,Petroica boodang leggi,subspecies,Pernis steerei winkleri,subspecies,taxonomy,,
1093056,Mimus magnirostris,species,Mimus gilvus magnirostris,group (monotypic),lump,,
1094198,Caracara cheriway,species,Caracara plancus cheriway,subspecies,lump,,
1094199,Caracara cheriway cheriway,subspecies,Caracara plancus cheriway,subspecies,lump,,
1094229,Anabacerthia variegaticeps temporalis,subspecies,Anabacerthia variegaticeps temporalis,group (monotypic),,,
1094244,Automolus rubiginosus saturatus,subspecies,Clibanornis rubiginosus saturatus,subspecies,taxonomy,,
1094245,Automolus rubiginosus watkinsi,subspecies,Clibanornis rubiginosus watkinsi,group (monotypic),taxonomy,,
1094246,Automolus rubiginosus nigricauda,subspecies,Clibanornis rubiginosus nigricauda,subspecies,taxonomy,,
1094404,Dendrocolaptes certhia certhia,subspecies,Dendrocolaptes certhia certhia,group (monotypic),,,
1094405,Dendrocolaptes concolor,species,Dendrocolaptes certhia concolor,group (monotypic),lump,,
1094410,Hylocryptus rectirostris,species,Clibanornis rectirostris,species,taxonomy,,
1094413,Hyloctistes subulatus subulatus,subspecies,Automolus subulatus subulatus,subspecies,taxonomy,,
1094457,Philydor erythropterum,species,Dendroma erythroptera,species,taxonomy,,
1094459,Philydor rufum,species,Dendroma rufa,species,taxonomy,,
1094498,Pseudocolaptes lawrencii lawrencii,subspecies,Pseudocolaptes lawrencii,species,split,,
1094501,Schizoeaca coryi,species,Asthenes coryi,species,taxonomy,,
1094503,Schizoeaca griseomurina,species,Asthenes griseomurina,species,taxonomy,,
1094504,Schizoeaca palpebralis,species,Asthenes palpebralis,species,taxonomy,,
1094505,Schizoeaca perijana,species,Asthenes perijana,species,taxonomy,,
1094512,Simoxenops striatus,species,Syndactyla striata,species,taxonomy,,
1094543,Xenops minutus minutus,subspecies,Xenops minutus minutus,group (monotypic),,,
1094548,Xiphorhynchus chunchotambo,species,Xiphorhynchus ocellatus chunchotambo,subspecies,lump,,
1095760,Nesospiza acunhae fraseri,subspecies,Nesospiza acunhae fraseri,group (monotypic),,,
1097393,Phylloscopus davisoni davisoni,subspecies,Phylloscopus intensior muleyitensis,subspecies,taxonomy,,
1097440,Ardeola bacchus/speciosa,species,,,unidentified,,
1098915,Nesospiza sp. hybrid AJvR-2011,species,,,hybrid,,
1105356,Carpodacus rubescens,species,Agraphospiza rubescens,species,taxonomy,,
1105359,Chaunoproctus ferreorostris,species,Carpodacus ferreorostris,species,taxonomy,,
1105366,Pinicola subhimachala,species,Carpodacus subhimachalus,species,taxonomy,,
1105372,Serinus estherae,species,Chrysocorythus estherae,species,taxonomy,,
1107399,Forpus modestus sclateri,subspecies,Forpus modestus sclateri,group (monotypic),,,
1109033,Clytolaema rubricauda,species,Heliodoxa rubricauda,species,taxonomy,,
1109046,Herpsilochmus sellowi,species,Radinopsyche sellowi,species,taxonomy,,
1109093,Pipra cornuta,species,Ceratopipra cornuta,species,taxonomy,,
1109098,Tiaris fuliginosus,species,Asemospiza fuliginosa,species,taxonomy,,
1109104,Rhegmatorhina sp. EST-2011,species,,,unidentified,,
1110510,Cinclosoma marginatum x Cinclosoma castanotum,species,,,hybrid,,
1112094,Fregetta grallaria titan,subspecies,Fregetta grallaria titan,group (monotypic),,,
1114291,Acrocephalus stentoreus sumbae,subspecies,Acrocephalus australis sumbae,subspecies,taxonomy,,
1114298,Acrocephalus luscinius luscinius,subspecies,Acrocephalus luscinius,species,split,,
1118500,Amazilia brevirostris,species,Chrysuronia brevirostris,species,taxonomy,,
1118501,Amazilia leucogaster,species,Chrysuronia leucogaster,species,taxonomy,,
1118504,Amazilia edward,species,Saucerottia edward,species,taxonomy,,
1118524,Ciccaba nigrolineata,species,Strix nigrolineata,species,taxonomy,,
1118564,Garrulax virgatus,species,Trochalopteron virgatum,species,taxonomy,,
1118568,Hylophilus muscicapinus,species,Pachysylvia muscicapina,species,taxonomy,,
1118569,Hylophilus sclateri,species,Vireo sclateri,species,taxonomy,,
1118830,Porzana albicollis,species,Mustelirallus albicollis,species,taxonomy,,
1118840,Rimator malacoptilus,species,Napothera malacoptila,species,taxonomy,,
1118846,Terenura spodioptila,species,Euchrepomis spodioptila,species,taxonomy,,
1118850,Chatarrhaea gularis,species,Argya gularis,species,taxonomy,,
1118852,Veniliornis sanguineus,species,Dryobates sanguineus,species,taxonomy,,
1118858,Zoothera camaronensis,species,Geokichla camaronensis,species,taxonomy,,
1118996,Dendrocopos leucotos owstoni,subspecies,Dendrocopos leucotos owstoni,group (monotypic),,,
1125626,Basileuterus chlorophrys,species,Myiothlypis chlorophrys,species,taxonomy,,
1125946,Cinclodes espinhacensis,species,Cinclodes pabsti espinhacensis,group (monotypic),lump,,
1126252,birdstrike environmental sample,species,,,unidentified,,
1127438,Poecile songarus stotzneri,subspecies,Poecile montanus stoetzneri,subspecies,taxonomy,,
1129037,Zosterops kulalensis,species,Zosterops poliogastrus kulalensis,group (monotypic),lump,,
1131636,Xiphorhynchus juruanus,species,Xiphorhynchus elegans juruanus,subspecies,lump,,
1132478,Chroicocephalus saundersi,species,Saundersilarus saundersi,species,taxonomy,,
1133753,Monarcha castaneiventris ugiensis,subspecies,Monarcha castaneiventris ugiensis,group (monotypic),,,
1133759,Monarcha castaneiventris megarhynchus,subspecies,Monarcha castaneiventris megarhynchus,group (monotypic),,,
1134348,Setophaga petechia aureola,subspecies,Setophaga petechia aureola,group (monotypic),,,
1149642,Malacocincla cinereiceps,species,Pellorneum cinereiceps,species,taxonomy,,
1149653,Pseudoalcippe atriceps,species,Sylvia atriceps,species,taxonomy,,
1149666,Rhopocichla atriceps,species,Dumetia atriceps,species,taxonomy,,
1149673,Stachyris nigrocapitata,species,Sterrhoptilus nigrocapitatus,species,taxonomy,,
1149674,Trichastoma celebense,species,Pellorneum celebense,species,taxonomy,,
1149678,Sphenocichla humei,species,Stachyris humei,species,taxonomy,,
1149679,Trichastoma rostratum,species,Pellorneum rostratum,species,taxonomy,,
1150649,Hypotaenidia torquata celebensis,subspecies,Gallirallus torquatus celebensis,subspecies,taxonomy,,
1150650,Hypotaenidia torquata sulcirostris,subspecies,Gallirallus torquatus sulcirostris,subspecies,taxonomy,,
1150651,Hypotaenidia torquata torquata,subspecies,Gallirallus torquatus torquatus,subspecies,taxonomy,,
1150654,Eulabeornis castaneoventris,species,Gallirallus castaneoventris,species,taxonomy,,
1150656,Habroptila wallacii,species,Gallirallus wallacii,species,taxonomy,,
1150664,Hypotaenidia philippensis mellori,subspecies,Gallirallus philippensis mellori,subspecies,taxonomy,,
1150666,Hypotaenidia philippensis philippensis,subspecies,Gallirallus philippensis philippensis,subspecies,taxonomy,,
1150667,Hypotaenidia philippensis yorki,subspecies,Gallirallus philippensis mellori,subspecies,taxonomy,,
1150668,Hypotaenidia philippensis assimilis,subspecies,Gallirallus philippensis assimilis,subspecies,taxonomy,,
1150669,Hypotaenidia philippensis sethsmithi,subspecies,Gallirallus philippensis sethsmithi,subspecies,taxonomy,,
1150670,Gallirallus striatus,species,Lewinia striata,species,taxonomy,,
1150673,Hypotaenidia woodfordi immaculata,subspecies,Gallirallus woodfordi immaculatus,subspecies,taxonomy,,
1150993,Porzana fusca,species,Zapornia fusca,species,taxonomy,,
1150994,Porzana paykullii,species,Zapornia paykullii,species,taxonomy,,
